Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
257,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1
270,Poland,0.01,0.65,0.03,1.06,0.02,0.03,0.54,0.33,0.35,0.03,0.06,0.09,-0.08,0.04,1.54,-0.05,0.08,-0.03,0.02,0.33,0.01,8.05,0.05,3.96,1.99,-0.09,0.77,0.57,0.33,0.34,2.33,0.52,1,0.07,-0.09,0.05,0.8,-0.03,-0.09,0.79,0.48,0.72,1.05,242,0.02,0.48,2.61,0.93,0.67,0.67,-0.31,-0.4,-0.09,-0.02,-0.05,-0.02,-0.1,-0.03,-15.65,-0.03,0.53,0,0,0,0,741.69,9541.79,-8999.01,-8549.82,259.07,530.31,1.17,1.32,1.07,1,-2.65,0.83,1.03,0.99,1.08,-1.77,-0.08,1
276,Poland,0,0.52,0.32,1.79,0.23,0.07,0.93,0.51,0.48,0.07,0.17,0.13,0.15,0.13,1.93,0.13,0.13,0.07,0,0.25,0,m,1.16,3.76,0.44,0.14,1.1,0.87,0.51,0.52,6.13,0.59,1,0.72,0.13,0,1.69,0.07,0.14,1.4,0.41,1.76,2.16,1831,0,0.23,12.41,1.31,1.26,1.87,0.62,m,m,0,0,0,0,0,m,0,0,m,m,m,m,0,0,0,0,0,0,1.28,1.36,1.12,1.04,0.95,0,4.09,0.92,0.87,0,0,1
290,Poland,-0.01,0.3,0.41,2.98,0.22,0,2.26,0.49,0.68,0,0.01,0.02,-0.01,0.04,3.31,-0.01,0,0,-0.02,0.46,0,2.47,1.08,3.55,0.33,0,2.35,1.62,0,0.49,6.42,0.78,0,0.92,-0.01,-0.8,2.92,0.01,0.01,2.05,0.21,1.79,2.03,1455.37,-0.01,0.14,39.13,1.19,2.37,1.29,0.84,-0.07,0.06,0.15,0.31,0.5,1.6,0.73,1.15,0.24,-44.58,0,0,0,0,1864.84,991189.43,199645.08,-374687.76,1270.52,3331.43,1.01,1.06,1.06,1.14,-0.12,-0.4,0.94,0.9,0.98,m,m,1
366,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1
405,Poland,0.28,0.26,0.27,2.04,0,0.28,2.85,0.42,0.74,0.28,1.08,0.74,1.94,1.19,3.85,1.08,0.67,0.28,0.67,0.74,1.19,m,0.57,2.49,-0.18,0.38,0.56,0.56,0.42,0.43,m,0.74,1,1.63,0.67,m,2.04,0.31,0.74,2.04,0.26,1.57,1.57,83,0.38,0,m,3.91,1.61,0.89,2.32,8.34,0.85,0.03,0.08,0.13,m,0.13,0.1,0.06,0.12,0,0,0,0,1402.28,3694.3,3368.42,3694.3,1038.76,2206.9,4.61,0.73,1.45,2.55,-3,-2.99,m,1,1.05,m,-40.73,1
415,Poland,0,0.19,-0.05,0.15,0,0,4.38,0,0.81,0,0,m,m,0,5.38,0,m,0,m,0.81,0,m,-0.05,4.71,m,0,0,0,0,0,0.07,0.94,m,0.07,m,m,0.15,0,m,0.05,0.06,0.82,0.95,-2412,0,0.16,m,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,m,0,0.39,0.53,0,0,m,0.68,1.04,0,m,1
12,Poland,0,0.73,0.22,1.32,0.09,0,0.44,0,0.33,0,0,m,m,0,1.36,0,m,0,m,0.23,0,m,2.06,5.82,m,0,0,0,0,0,8.73,0.39,m,0.16,m,0,0.77,0,m,1.22,0.67,3.06,3.63,143892,0,0.18,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,1.14,1.15,0,0,0.95,1.5,1.29,0,0,2
19,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,Poland,0.03,0.66,0.21,1.36,0.05,0.04,0.51,1.58,0.34,0.04,0.07,0.03,0.03,0.07,1.51,0.08,0.03,0.05,0.02,0.29,0.05,21.67,1.14,5.32,0.33,0.16,2.53,2.28,0,1.57,9.01,0.4,0,0.3,0.03,0.15,1.01,0.06,0.04,1.22,0.6,1.79,2.14,45189.18,0.09,0.2,7.49,3.75,2.65,8.39,0,1,0.11,0.03,0.02,0.05,0.47,0.05,0.58,0.04,0.6,m,m,m,m,0,0,0,0,0,0,0.95,0.9,1.16,1.29,16.25,24.85,0.98,1.28,1.14,-6.07,-3.94,2
29,'Czech Republic',0,0.46,0.34,1.77,0.22,0,1.15,0,0.54,0,0,m,m,0,2.15,0,m,0,m,0.32,0,m,1.55,5.88,m,0,0,0,0,0,28.59,0.56,m,1.53,m,0,1.65,0,m,1.68,0.44,2.43,2.55,257493,0,0.05,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,m,m,m,m,m,m,m,m,m,m,m,2
30,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
43,Poland,0.01,0.7,0.04,1.08,0,0.01,0.45,0.43,0.32,0,0.01,0.01,0.03,0.01,1.42,0.02,0.01,0.01,0.02,0.32,0.01,2.02,0.07,5.44,1.4,0.04,0.91,0.6,-0.32,0.44,0.99,0.55,-0.75,0.21,0.03,0.03,0.51,0,0,0.71,0.47,0.63,1.11,9827,0.02,0.75,1.62,3.13,0.93,0.86,-0.54,m,m,0,0,0,0,0,m,0,0,m,m,m,m,0,0,m,0,0,0,1.21,1.16,1.08,1.09,1.35,5.32,1.12,0.88,1.12,0,0,2
45,Poland,0.04,0.39,0.54,2.97,0.46,0.04,1.57,0.54,0.61,0.04,0.16,0.09,0.07,0.13,2.57,0.1,0.08,0.04,0.07,0.15,0.11,6.45,2.9,5.32,0.66,0.06,1.84,1.29,0,0.54,1.77,0.73,0,0.15,0.07,0.06,0.75,0.05,0.08,2.09,0.27,3.28,3.9,113528.9,0.06,0.19,0.89,3.31,1.99,2.92,-0.14,-1.28,-0.27,-0.03,-0.05,-0.07,-0.25,-0.1,7.26,-0.04,-0.76,m,m,m,m,0,0,0,0,0,0,0.93,0.95,1.02,1.01,0.65,0.81,1.01,1.07,1.15,-0.25,-0.03,2
63,Poland,0.04,0.65,0.17,1.37,0.04,0.04,0.54,0.64,0.35,0.05,0.09,0.09,-0.86,0.08,1.54,0.08,0.07,0.05,0.06,0.31,0.07,-6.09,0.47,5.09,0.98,0.14,-0.11,-0.08,0,0,2.19,0.54,0,0.06,0.08,0.16,0.89,0.06,0.1,0.97,0.46,0.95,1.47,21232.7,0.1,0.54,2.9,1.67,1.39,1.75,0.92,-1.85,-0.63,-0.02,-0.03,-0.03,-0.1,-0.04,0.36,-0.03,-0.39,m,m,m,m,0,0,0,0,0,0,1.14,-0.09,0.95,0.95,1.62,1.66,0.9,1.04,0.95,-0.76,-0.91,2
68,Poland,0.03,0.34,0.15,1.58,0.32,0.03,1.96,0.24,0.66,0.03,0.13,0.14,0.15,0.1,2.95,0.09,0.14,0.03,0.11,0.34,0.07,20.55,0.25,5.57,0.66,0.05,0.81,0.61,0.05,0.24,4.69,0.74,0.23,0.88,0.13,1.24,1.5,0,0,1.2,0.26,1.12,1.25,54632,0.04,0.12,11.8,1.51,0.93,0.4,0.62,m,m,0,0,0,0,0,m,0,0,m,m,m,m,0,0,m,0,0,0,1.47,1.52,1.15,1.35,1.18,1.11,1.08,1.91,1.43,m,m,2
79,Poland,0,0.47,0.19,1.73,0.23,0,1.23,0,0.58,0,0,m,m,0,2.12,0,m,0,m,0.35,0,m,0.35,5.42,m,0,0,0,0,0,0.95,0.79,m,0.21,m,0,0.75,0,m,0.97,0.26,1.06,1.44,50923,0,0.36,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,1.01,0.98,0,0,1.08,0.85,0.93,0,0,2
87,Poland,0,0.71,0.08,1.13,0.04,0,0.4,0,0.29,0,0,m,m,0,1.4,0,m,0,m,0.25,0,m,0.25,4.84,m,0,0,0,0,0,3.9,0.39,m,0.02,m,0,0.7,0,m,0.96,0.61,0.9,1.25,5360,0,0.38,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,0.84,0.88,0,0,0.71,1.04,0.87,m,m,2
90,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,Poland,0.05,0.4,0.5,2.52,0.48,0.06,1.51,0.39,0.6,0.06,0.19,0.16,0.18,0.16,2.51,0.15,0.16,0.06,0.12,0.12,0.12,68.43,2.87,5.02,0.79,0.1,1.01,0.83,-0.07,0.39,3.85,0.67,-0.19,0.26,0.16,0.09,0.83,0,0,2.08,0.33,3.47,3.87,52409,0.08,0.12,0.71,2.13,1.2,2.27,-0.17,m,m,0,0,0,0,0,m,0,0,m,m,m,m,0,0,m,0,0,0,1.22,1.2,0.97,0.96,1.32,1.29,0.99,0.98,0.74,m,m,2
97,Poland,0.02,0,0.58,m,0.39,0.03,m,0.26,0.61,0.03,m,0.1,0.1,m,m,m,0.1,0.02,0.07,0.23,m,19.61,1.38,5.13,-0.59,0.04,m,m,0.13,0.26,m,0.61,0.5,m,0.09,0.07,m,0.01,0.05,m,0,1.46,1.46,78747,0.03,0,0.92,1.75,m,0.61,1.28,m,m,0,0,m,m,m,m,0,0,m,m,m,m,0,0,0,0,0,0,0.89,1.01,0.98,0.91,0.45,0.4,1.04,0.74,m,m,m,2
102,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
109,Poland,0,0.73,0.21,1.44,-0.19,0,0.36,0,0.27,0,0,m,m,0,1.36,0,m,0,m,0.46,0,m,0.64,4.81,m,0,0,0,0,0,0.82,0.53,m,0.21,m,0,0.46,0,m,0.92,0.47,0.82,1.64,13399,0,1,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,m,m,m,m,m,m,m,m,m,m,m,2
110,Poland,0,0.77,0,0.99,-0.16,0,0.3,0,0.23,0,0,m,m,0,1.3,0,m,0,m,0.39,0,m,-0.01,4.84,m,0,0,0,0,0,0.5,0.46,m,0.11,m,0,0.21,0,m,0.7,0.54,0.5,0.99,-247,0,0.99,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,m,m,m,m,m,m,m,m,m,m,m,2
117,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132,Poland,0,0.56,0.44,2.47,0.06,0,0.79,0,0.44,0,0,m,m,0,1.79,0,m,0,m,0.38,0,m,1.75,4.63,m,0,0,0,0,0,1.03,0.7,m,0.07,m,0,0.88,0,m,1.34,0.3,1.74,2.75,18789,0,0.58,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,0.98,0.94,0,0,1.22,0.68,0.52,0,0,2
147,Poland,0,0.74,0,1,-0.17,0,0.32,0,0.24,0,0,m,m,0,1.35,0,m,0,m,0.4,0,m,0,4.64,m,0,0,0,0,0,1.65,0.52,m,0.12,m,m,1,0,m,0.62,0.46,0.44,0.96,-39,0,1.18,m,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,0.83,0.81,0,0,m,1.11,0.62,m,m,2
154,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,0,0,0,0,0,0,0,0,0,2
169,Poland,0,0.45,0.21,1.69,0.03,0,1.23,0,0.55,0,0,m,m,0,2.23,0,m,0,m,0.52,0,m,0.43,4.57,m,0,0,0,0,0,3,0.7,m,0.72,m,0,1.43,0,m,1.14,0.3,1.14,1.43,7682,0,0.26,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,1.14,1.24,0,0,0.88,1.5,1.49,0,0,2
176,Poland,0,0.62,0.09,1.28,0.03,0,0.57,0.3,0.36,0.01,0.01,0.1,0.04,0.05,1.6,0.02,0.01,0.01,0.01,0.32,0.05,-2.46,0.16,4.58,1.84,0.03,0.87,0.47,0,0.31,0.55,0.64,0,0.19,0.04,0.01,0.47,0.04,0.13,0.69,0.34,0.63,1.13,3545.13,0.01,0.8,1.12,3.24,0.9,0.53,-0.65,-0.01,-0.04,-0.73,-2.41,-1.18,-2.56,-2.18,0.93,-1.71,-61.96,m,m,m,m,0,0,0,0,0,0,0.86,0.89,1.05,0.93,0.4,0.17,1,0.83,1.12,-0.9,-0.95,2
191,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
195,Poland,0.01,0.63,0.14,1.25,0.07,0.01,0.59,0.42,0.37,0.02,0.02,0.04,0.03,0.03,1.59,0.02,0.03,0.01,0.01,0.3,0.02,-3.34,0.49,4.34,1.47,0.04,0.75,0.67,0.42,0.44,5.99,0.44,1,0.02,0.03,0.02,0.67,0.02,0.05,1.13,0.56,1.27,1.49,3152,0.02,0.17,1.28,1.14,0.75,1.44,-0.44,-0.38,-0.4,-0.02,-0.04,-0.03,-0.26,-0.03,-4.82,-0.02,-1.15,0,0,0,0,1163.68,35043.67,20768.35,30378.79,433.09,1482.76,1.71,1.56,1.26,1.4,-0.65,-0.36,1.05,2.01,1.61,-0.45,-3.01,2
197,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
200,Poland,0.01,0.6,0.21,1.49,0.05,0.01,0.7,1.22,0.41,0.01,0.02,0.01,0,0.01,1.68,0.01,0.01,0.01,0.01,0.37,0.01,-10.58,0.55,3.91,0.23,0.02,6.74,4.72,0,2.82,2.55,0.59,0,0.77,0.01,0.04,1.09,0.02,0.01,1.05,0.42,1.11,1.58,1685.37,0.01,0.43,7.2,9.24,2.91,3.24,0.01,0.46,0,0.01,0.01,0.02,0.07,0.03,31.16,0.02,1.72,0,0.01,0,0,660.11,37297.34,16186.61,35281.59,273.87,729.67,1.1,1.93,1.15,1.2,-0.01,1.02,1.07,1.01,1.37,-0.08,0,2
207,Poland,0,0.29,0.21,2.11,-0.09,0,2.42,0,0.71,0,0,m,m,0,3.42,0,m,0,m,0.8,0,m,0.34,4.38,m,0,0,0,0,0,2.28,0.81,m,0.15,m,0,1.29,0,m,1.35,0.19,1.17,1.34,4930,0,0.15,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,0.93,0.81,0,0,0.58,1.35,0.64,m,m,2
218,Poland,0.02,0.94,-0.44,0.19,0.27,0.04,0.49,0.11,0.46,0.03,0.07,0.52,-1.66,0.06,1.06,0.03,0.38,0.03,0.17,0.19,0.03,2.51,-0.49,4.79,8.91,0.06,-0.05,-0.03,0,0,0.21,0.86,0,0,0.27,1.2,0.16,-0.07,-0.65,0.11,0.54,0.51,0.96,-27102.68,0.04,0.88,7.18,1.26,0.2,0.12,8.34,-49.93,-41.59,0,0,0,0,0,-1.95,0,-0.01,m,m,m,m,0,0,0,0,0,0,1.05,-0.31,1.07,1.21,2.58,2.02,0.77,1.33,3.9,-0.02,-1.38,2
233,Slovakia,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
238,Poland,0,0.57,0.41,2.07,0.08,0,0.75,0.32,0.43,0,-0.01,0.03,-0.03,0.02,1.75,-0.02,-0.01,-0.01,-0.02,0.35,0.01,3.31,2.08,3.96,1.79,-0.02,0.92,0.62,0.32,0.34,1.71,0.61,1,0.4,-0.03,-0.01,0.82,0,0,1.4,0.39,2.14,3.08,3738,-0.01,0.44,0.66,1.94,0.83,1.61,-0.2,2.66,-6.33,0,-0.01,0,-0.01,0,-0.02,0,0.18,0,0,0,0,546.45,-79852.51,162039.17,-22331.28,233.41,1170.28,1.07,1.03,1.13,1.18,0.29,0.16,0.97,1.4,1.11,0.4,-8.21,2
245,Poland,0,0.77,0.1,1.22,-0.64,0,0.09,0.35,0.07,0.1,0,0.03,-0.01,0.01,1.3,0,0.01,0,0,0.7,0.01,0.02,0.23,4.16,2.21,-0.02,0.76,0.46,0,0.35,1.45,0.37,0,0,0,-0.01,0.95,0.01,0.02,0.74,0.47,0.15,0.85,1468.8,-0.02,4.52,2.79,0.79,0.75,0.8,-0.07,0.04,-0.16,-0.04,-0.12,-0.06,-0.14,-0.09,6.81,-0.08,27.43,0,0,0,0,322.58,10678.54,3989.59,-13818.46,21.64,49.89,1.34,1.39,0.98,0.94,-0.35,-0.54,1.11,1.07,1.25,2.35,-2.04,2
248,Slovakia,0,0.77,0.1,1.18,-0.04,0,0.3,0,0.23,0,0,m,m,0,1.3,0,m,0,m,0.27,0,m,0.27,4.13,m,0,0,0,0,0,1.18,0.46,m,0.01,m,0,0.51,0,m,0.83,0.54,0.63,1.27,1323,0,1.01,0,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,m,m,m,m,m,m,m,m,m,m,m,2
260,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
274,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
279,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
280,Poland,0,0.51,0.03,1.19,-0.12,0,0.97,0,0.49,0,0,m,m,0,1.97,0,m,0,m,0.61,0,m,0.04,4.62,m,0,0,0,0,0,0.53,0.84,m,0.7,m,m,1.19,0,m,0.37,0.16,0.6,1.04,1237,0,0.71,m,0,0,0,m,m,m,0,m,0,0,0,m,0,m,m,m,m,m,0,m,m,m,0,0,0,0,1.03,1.44,0,0,0,2.29,1.42,m,m,2
289,Poland,-0.01,0.45,0.52,2.39,0.04,-0.01,1.21,0.31,0.55,0,-0.02,-0.01,-0.03,-0.01,2.21,-0.02,-0.02,-0.01,-0.02,0.51,0,1.17,4.57,3.76,1.33,-0.02,0.88,0.73,0,0.32,3.23,0.63,0,0.5,-0.03,-0.01,0.7,-0.01,-0.02,1.96,0.37,4.85,5.57,2979.15,-0.01,0.15,0.5,4.16,0.85,2.79,-0.35,-1.47,1.01,0,0.01,0.01,0.05,0.01,0.4,0,-0.41,0,0,0,0,2152.07,-158010.2,-195338.3,-113974.57,1178.81,10445.35,m,m,m,m,m,m,m,m,m,m,m,2
