Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
257,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,m,m,m,0,0,m,m,1
270,Poland,0,0.71,0.02,1.03,0,0,0.41,0.41,0.29,0,0,0,0,0,1.41,0,0,0,0,0.29,0,-0.49,0.04,3.89,1.73,0.01,0.77,0.58,0.41,0.41,3.12,0.47,1,0.1,0,m,1.03,0,0.01,0.78,0.53,0.66,1.07,134,-0.01,0.61,m,0.83,0.77,0.94,0.04,-0.16,0,0.01,0.03,0.02,0.06,0.02,6.83,0.02,5.93,0,0,0,0,410.04,-70285.66,25055.89,65011.77,118.64,272.51,1.09,1.08,1.04,1.06,12.96,0.44,m,1.03,1.1,-0.45,-0.26,1
276,Poland,0.05,0.81,-0.03,0.96,-0.07,0.06,0.24,0.43,0.19,0.07,0.08,0.15,0.18,0.08,1.24,0.08,0.15,0.07,0.13,0.26,0.07,-36.3,-0.15,3.36,1.9,0.34,0.45,0.45,0.43,0.43,294.33,0.19,1,0.52,0.15,m,0.96,0.07,0.16,0.95,0.81,0.84,0.85,-80,0.28,0.01,m,1.21,0.53,1.86,-0.1,0.19,0,0.29,0.68,0.36,110.86,0.36,1.01,0.38,4.46,0,0,0,0,15294.9,46177.18,43033.58,44997.91,2930.83,12787.12,1.53,1.44,1.56,1.78,3.76,3.29,m,1.19,1.61,7.59,7.51,1
290,Poland,0.04,0.38,0.26,1.79,0.22,0.05,1.6,0.45,0.62,0.05,0.15,0.11,0.13,0.13,2.6,0.13,0.11,0.05,0.09,0.39,0.11,-34.01,0.63,3.54,0.72,0.08,1.22,1.05,0.45,0.45,10.47,0.67,1,0.37,0.11,3.22,1.75,0.06,0.13,1.53,0.33,1.5,1.63,905,0.07,0.09,35.41,0.99,1.35,1.08,0.61,m,m,0,0,0,0,0,m,0,0,0,0,0,0,1699.08,21333.8,17980.3,20756.33,1045.57,2541.78,0.99,0.99,1.37,1.29,1.01,0.94,1.02,1.45,1.74,0,0,1
366,Poland,-0.01,0.64,0.02,1.05,0,-0.01,0.55,0.09,0.36,-0.01,-0.03,0.2,-0.06,0.03,1.55,-0.01,-0.12,-0.01,-0.12,0.36,0.03,0.99,0.02,3.67,5.75,-0.01,0.28,0.14,0.09,0.09,1.13,0.67,1,0.56,-0.06,-11.83,1.04,0.02,0.26,0.54,0.33,0.55,1.02,71,-0.03,0.87,101.5,0.54,0.26,0.13,0.21,-0.05,0.15,0.19,2.14,0.29,0.6,0.56,-7.3,0.53,-36.84,0,0,0,0,243.78,-8556.86,3820.72,-17168.13,86.9,133.62,0.74,0.9,1.11,0.95,-0.35,-4.54,0.06,1.18,1.1,9.05,4.59,1
405,Poland,-0.01,0.39,0.06,1.16,-0.14,-0.01,1.54,0.33,0.61,-0.01,-0.02,0.27,-0.02,0.22,2.54,-0.02,-0.02,-0.01,-0.02,0.75,0.22,m,0.11,2.57,1.21,-0.01,0.86,0.86,0.32,0.33,m,0.61,1,0.18,-0.02,m,1.16,0.02,0.05,1.16,0.39,1.11,1.11,23,-0.01,0,m,0.85,0.83,0.6,0.25,-0.1,1.17,0.08,0.25,0.21,m,0.21,-3.8,0.18,-10.04,0,0,0,0,452.65,-34052.92,16969.7,-34052.92,274.14,504.05,0.64,0.66,0.95,0.97,7.87,0.68,m,0.91,0.93,-5.51,0.8,1
415,Poland,0,0.66,-0.1,0.74,-1.05,0,0.53,0.11,0.35,0.01,0,0.06,0.05,0.01,1.51,0.01,-0.01,0.01,0,1.4,0.01,-0.78,-0.14,4.19,5.77,0.02,0.32,0.18,0.21,0.13,0.73,0.63,1.83,0.13,0.05,0,0.55,0.01,0.05,0.42,0.38,0.49,0.88,-1530,0,0.81,1.54,0.72,0.3,0.16,-1.46,-0.05,3.22,0,0.02,0,0.01,0.01,-1.85,0.01,0.47,0,0,0,0,164.41,-66368.58,10634.77,10675.44,57.44,79.95,m,m,0.98,1,m,m,0.96,0.99,1.01,m,m,1
12,Poland,0,0.63,0.33,1.59,0.09,0.01,0.58,0.9,0.37,0.01,0.02,0.01,0.01,0.02,1.58,0.01,0.01,0.01,0.01,0.27,0.01,3.04,2.64,5.74,0.67,0.02,1.63,1.42,0.04,0.91,4.54,0.45,0.04,0.05,0.01,0.01,0.69,0.01,0.01,1.38,0.55,2.96,3.64,179301,0.01,0.23,1.83,2.56,1.64,7.31,-0.19,209.65,66.86,0,0,0,0,0,0,0,0,0,0.03,0,0,412.33,12851.46,18587.29,18587.13,151,1221.78,m,1.04,1.05,1.06,0.65,0.68,1.17,1.03,1.16,m,m,2
19,Poland,-0.02,0.86,-0.06,0.88,0.03,-0.02,0.19,0.15,0.16,-0.02,-0.04,0.05,-0.12,0.01,1.17,-0.03,-0.11,-0.02,-0.16,0.13,0,-6.04,-0.1,6.26,5.44,-0.14,0.36,0.2,0,0.15,0.32,0.54,0,0.08,-0.14,-0.08,0.26,-0.02,-0.14,0.49,0.48,0.28,0.93,-100404.01,-0.15,2.35,0.51,1.82,0.32,0.26,-2.47,32,-32.15,0,-0.01,0,0,0,0.03,0,0.03,0,0.01,-0.07,0,6674.97,-63612.36,-49357.38,-49357.38,1073.35,1855.72,m,m,m,m,m,m,m,m,m,m,m,2
21,Poland,0.03,0.68,0.25,1.41,0.03,0.04,0.49,1.37,0.33,0.03,0.06,0.03,0.02,0.06,1.48,0.04,0.03,0.03,0.02,0.3,0.04,9.88,2.07,5.23,0.43,0.09,2.15,1.98,0,1.37,10.36,0.39,0,0.21,0.02,0.08,0.9,0.03,0.02,1.3,0.62,2.7,3.14,42982.92,0.08,0.16,4.3,3.18,2.19,11.12,-0.05,0.73,0.04,0.04,0.03,0.05,0.65,0.06,0.63,0.04,1.22,0,0.03,0,0,481.7,4289.43,5563.08,5563.08,159.95,1302.14,0.87,0.85,1.05,1.06,3.86,8.26,1.06,1.11,1,1.6,2.75,2
29,'Czech Republic',m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
30,Poland,0.01,0.61,0,0.99,0.24,0.02,0.64,0.19,0.39,0.02,0.08,0.19,0.09,0.06,1.64,0.03,0.11,0.02,0.06,0.15,0.05,5.06,0,6.11,3,0.04,0.68,0.3,0,0.2,0.5,0.73,0,0.12,0.09,0.14,0.65,0.02,0.09,0.43,0.27,0.53,1,-3415.35,0.03,0.88,2.15,1.38,0.73,0.26,-0.58,-0.91,-1.13,-0.01,-0.07,-0.02,-0.04,-0.05,1.1,-0.05,-0.82,0,0,0,0,1459.6,26554.72,33475.02,33475.02,570.24,773.08,0.98,0.97,1.01,1,0.9,-0.65,1,1.12,1,-0.53,-1.98,2
43,Poland,0.01,0.72,0.15,1.34,0.02,0.02,0.42,0.49,0.3,0.02,0.05,0.07,0.03,0.05,1.4,0.02,0.04,0.01,0.02,0.28,0.03,2.4,0.37,5.44,1.4,0.05,1.09,0.67,0.04,0.5,0.81,0.58,0.09,0.06,0.03,0.02,0.51,0.01,0.03,0.82,0.44,0.73,1.41,41958,0.03,0.92,1.35,2.48,1.12,1.2,-0.47,-0.18,-0.23,-0.05,-0.1,-0.07,-0.18,-0.11,0.62,-0.08,-3.4,0,0,0,0,681.54,9445.29,14295.58,14294.79,204.95,500.18,1.11,1.1,1.04,0.99,1.34,m,1.02,1.23,1.03,m,m,2
45,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
63,Poland,0.01,0.65,0.18,1.44,0,0.01,0.53,0.47,0.35,0.02,0.03,0.05,0.04,0.03,1.53,0.02,0.02,0.02,0.02,0.35,0.03,-3.41,0.42,5.07,1.39,0.05,1.11,0.69,0,0.47,1.42,0.59,0,0.09,0.03,0.04,0.86,0.03,0.06,0.9,0.41,0.81,1.38,20825.5,0.03,0.71,1.98,1.5,1.15,1.09,-0.13,-5.32,-6.49,0,0,0,-0.01,0,1.41,0,-0.1,0,0,0,0,993.15,29746.85,12836.42,21315.6,343.51,801.36,0.92,-47.91,1.19,0.99,1.71,1.14,1.02,0.97,1,-0.07,0.04,2
68,Poland,0.02,0.28,0.14,1.74,0.29,0.02,2.58,0.17,0.72,0.02,0.12,0.22,0.13,0.13,3.57,0.07,0.14,0.02,0.1,0.43,0.11,12.05,0.21,5.44,0.91,0.03,0.79,0.54,0.04,0.17,3.42,0.81,0.25,0.9,0.12,0.6,1.59,0.02,0.12,1.19,0.19,1.08,1.22,39594,0.02,0.12,5.83,1.29,0.89,0.25,0.85,-1.7,-1.37,-0.01,-0.06,-0.04,-0.12,-0.05,0.37,-0.03,-0.51,0,0,0,0,942.45,28708.88,33817.89,33816.38,680.36,1020.44,0.79,0.79,1.06,0.96,0.83,m,1.79,1,0.99,m,m,2
79,Poland,0.01,0.54,0.21,1.75,0.02,0.02,0.94,0.21,0.5,0.02,0.07,0.13,0.08,0.05,1.86,0.03,0.1,0.02,0.05,0.48,0.04,5.14,0.42,5.43,2.4,0.03,0.68,0.36,0.07,0.21,0.94,0.75,0.33,0.17,0.08,0.04,0.83,0.02,0.12,0.93,0.28,1,1.5,56790,0.02,0.5,0.79,1.09,0.73,0.41,-0.26,-0.56,-0.39,-0.02,-0.1,-0.04,-0.08,-0.07,3.13,-0.04,-1.24,0,0,0,0,564.24,14066.86,11899.68,17573.22,283.55,564.69,m,m,1.03,1,m,m,0.99,1.22,0.79,m,m,2
87,Poland,0,0.71,0.08,1.13,0.04,0,0.4,0.5,0.29,0.01,0.01,0.02,0.01,0.01,1.4,0.01,0.01,0.01,0.01,0.25,0.01,-3.32,0.25,4.84,1.42,0.02,0.82,0.7,0.5,0.51,3.9,0.39,1,0.02,0.01,0.01,0.7,0.01,0.02,0.96,0.61,0.9,1.25,5361,0.01,0.38,1.95,1.22,0.83,1.6,-0.36,0.13,0.16,0.03,0.06,0.04,0.28,0.05,332.08,0.05,4.58,0,0,0,0,613.88,35826.25,15110.64,25951.4,175.22,554.2,m,1.16,0.98,0.97,1.04,1.13,0.86,1.05,0.97,m,m,2
90,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,Poland,0.03,0.47,0.45,2.01,0.43,0.04,1.1,0.29,0.51,0.04,0.1,0.16,0.16,0.1,2.13,0.09,0.15,0.04,0.11,0.08,0.08,25.78,4.47,4.98,1.45,0.08,0.56,0.54,0.11,0.29,12.65,0.54,0.38,0.1,0.14,0.05,0.61,0.04,0.14,1.92,0.45,5.09,5.31,43528,0.06,0.04,0.47,1.28,0.65,2.89,-0.71,-0.78,-0.11,-0.04,-0.14,-0.09,-1.87,-0.09,-9.03,-0.05,-0.99,0,0,0,0,2847.7,34362.84,35743.45,35744.08,1465.43,14497.93,1.03,0.99,1.05,1.03,1.42,1.42,1,1.11,1.02,m,m,2
97,Poland,0.03,0,0.53,m,0.34,0.05,m,0.26,0.59,0.04,m,0.17,0.19,m,m,m,0.17,0.04,0.12,0.25,m,12.45,1.12,5.04,-0.08,0.07,m,m,0.14,0.27,m,0.59,0.51,m,0.16,0.1,m,0.02,0.09,m,0,1.25,1.25,57576,0.05,0,0.85,1.38,m,0.56,0.97,m,m,0,0,m,m,m,0,0,0,0,0,0,0,1283.55,16516.31,32309.49,17844.09,755.79,1601.1,1.05,0.91,1.05,1.12,m,m,1.08,1.4,0,m,m,2
102,Hungary,0,0.63,0.03,1.06,0,0,0.59,0.27,0.37,0.01,0.01,0.01,0.02,0.01,1.59,0.01,0.01,0,0.01,0.37,0,-2.49,0.07,4.96,2.22,0.01,0.51,0.43,0,0.27,2.71,0.47,0,0.1,0.02,0.01,0.51,0.01,0.04,0.89,0.53,0.85,1.07,2947,0.01,0.27,0.94,1.26,0.52,0.62,-0.96,m,m,0,0,0,0,0,m,0,0,0,0,0,0,1017.94,98386.35,32753.1,77267.47,378.38,861.8,m,m,1.05,1.09,m,m,1,1.29,1.21,m,m,2
109,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
110,Poland,-0.01,0.73,0.04,1.07,0.05,-0.01,0.36,31699.68,0.27,-0.01,-0.03,0,0,0.01,1.36,-0.02,0,-0.01,0,0.22,0.01,1.45,0.08,4.95,0,-0.04,59074.07,43189,31699.68,31699.69,0.69,0.46,1,0.07,0,-0.03,0.25,0.01,0,0.78,0.54,0.63,1.09,3188,-0.05,0.74,72670.13,315187.81,59074.04,74075.12,0,0.55,-0.73,-0.03,0,-0.04,-0.13,-0.05,1.67,-0.05,2.33,0,470.81,0,0,1927.09,-36009.57,67214.21,-46429.81,515.75,1205.18,m,m,1.8,1.79,m,m,1.9,1.71,2.76,m,m,2
117,Poland,0.01,0.92,-0.03,0.97,0.04,0.02,0.09,0.5,0.08,0.01,0.02,0.04,0.03,0.02,1.09,0.02,0.04,0.01,0.02,0.04,0.01,4.32,-0.16,5.21,1.72,0.17,0.57,0.53,0,0.5,6.17,0.14,0,0.11,0.03,0.02,0.42,0.01,0.03,0.9,0.86,0.45,0.77,-4628.18,0.11,0.71,1.07,1.87,0.58,2.7,-1.03,0.34,0.11,0.03,0.05,0.03,0.44,0.03,1.44,0.03,1.83,0,0,0,0,1789.15,8494.35,10548.51,10548.51,149.21,810.1,1.28,132.19,1.3,1.39,-3.84,-1.56,1.14,2.27,1.97,0.26,-8.36,2
132,Poland,0.01,0.55,0.52,3.18,0.05,0.01,0.83,0.4,0.45,0.01,0.05,0.04,0.03,0.03,1.83,0.02,0.03,0.01,0.02,0.4,0.03,-7.85,2.17,4.64,1.3,0.03,1.64,0.72,0.4,0.4,1.11,0.76,1,0.09,0.03,0.02,1.44,0.01,0.03,1.39,0.24,1.89,3.17,22973,0.02,0.68,0.97,1.25,1.69,1.68,0.27,0.84,0.44,0.01,0.03,0.02,0.04,0.05,-0.38,0.02,0.9,0,0,0,0,319.65,11734.33,11321.24,11312.63,145.01,603.16,m,1.76,m,m,0.39,0.37,m,m,m,m,m,2
147,Poland,0,0.74,-0.09,0.84,0.11,0,0.29,0.44,0.22,0,0,0.03,0.01,0.02,1.35,0,0,0,-0.01,0.11,0.02,-0.64,-0.17,4.9,1.62,0.01,0.8,0.6,0.44,0.45,2.55,0.4,1,0.17,0.01,m,0.84,0.02,0.04,0.63,0.56,0.41,0.75,-7224,-0.02,0.84,m,1.18,0.79,0.83,-0.21,-0.2,0.78,0.02,0.05,0.03,0.11,0.04,-8.82,0.04,9.27,0,0,0,0,2828.05,-549617.71,33563.92,277672.1,614.46,1151.67,m,m,1.01,0.93,m,m,m,0.92,0.99,m,m,2
154,Poland,0.02,0.6,-0.02,0.95,-0.15,0.03,0.67,0.44,0.4,0.03,0.06,0.06,0.06,0.05,1.67,0.05,0.06,0.03,0.05,0.55,0.03,21.94,-0.03,4.43,1.31,0.07,0.94,0.69,0.11,0.44,1.55,0.56,0.24,0.07,0.06,0.12,0.55,0,0,0.7,0.44,0.69,0.97,-543,0.05,0.39,2.49,2.04,0.99,0.76,-0.48,0.66,0,0.03,0.07,0.05,0.2,0.07,2.56,0.07,1.15,0,0,0,0,347.83,4947.91,m,5175.3,139.67,241.14,m,0.72,1.07,0.99,1.78,-3.37,0.97,0.95,1.01,m,m,2
169,Poland,0.02,0.43,0.23,1.84,0.09,0.02,1.32,0.36,0.57,0.02,0.08,0.1,0.07,0.08,2.32,0.05,0.06,0.02,0.05,0.48,0.07,-16.04,0.45,4.53,0.65,0.04,1.25,0.78,0.36,0.36,2.57,0.73,1,0.76,0.06,0.21,1.52,0.02,0.06,1.15,0.27,1.13,1.45,7750,0.03,0.28,4.23,1.73,1.33,0.71,0.43,0.35,0.23,0.05,0.14,0.12,0.32,0.19,2.89,0.1,2.25,0,0,0,0,860.44,21696.29,21402.3,21389.46,489.84,973.57,m,m,0.92,0.88,m,m,0.89,0.74,0.76,m,m,2
176,Poland,-0.01,0.66,0.05,1.11,0.03,-0.01,0.48,0.3,0.32,0,-0.02,0.05,-0.01,0.02,1.5,0,-0.03,0,-0.03,0.29,0.02,0.49,0.1,4.53,2.17,-0.01,0.7,0.47,0,0.31,0.57,0.53,0,0.02,-0.01,-0.02,0.28,0,-0.01,0.75,0.45,0.63,1.06,1733.35,-0.03,0.69,0.81,2.68,0.68,0.6,-1.1,0.15,-0.43,-0.05,-0.18,-0.08,-0.25,-0.12,3.11,-0.11,21.11,0,0,0,0,1196.11,-48552.52,-145368.31,-145368.31,378.37,752.85,0.94,1.02,1.26,0.97,-0.13,-0.79,0.95,1.24,1.15,-1.27,-0.91,2
191,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
195,Poland,0.04,0.67,0.12,1.2,0.05,0.04,0.48,0.38,0.32,0.05,0.07,0.13,0.13,0.07,1.48,0.07,0.11,0.05,0.1,0.27,0.07,-12.86,0.41,4.33,1.71,0.14,0.58,0.5,0.38,0.38,4.64,0.41,1,0.05,0.12,0.12,0.68,0.05,0.14,1.05,0.59,1.1,1.4,2526,0.11,0.27,1.24,1.03,0.65,1.31,-0.57,-1.29,-0.28,-0.03,-0.07,-0.04,-0.33,-0.05,-2.3,-0.04,-0.63,0,0,0,0,852.97,6459.06,5209.89,6117.59,275.95,942.46,1.22,1.07,1.06,1.09,-23.32,-10.18,0.98,1.16,1.09,0.54,36.03,2
197,Poland,0,0.59,0.14,1.27,0.02,0,0.7,0.66,0.41,0,0,0.02,0,0.02,1.7,0,0,0,0,0.39,0.02,-0.21,0.44,4.07,0.76,0,1.25,1.12,0,0.66,4.56,0.47,0,0.2,0,0,0.5,0.01,0.02,1.14,0.53,1.26,1.44,1702.33,0,0.14,1.62,4.17,1.24,2.01,-0.4,-0.03,0.21,0.05,0.08,0.09,0.9,0.1,5.55,0.08,111.99,0,0,0,0,654.39,-336158.84,23952.1,576185.93,270.05,824.52,0.86,0.95,1.03,1.06,0.19,-0.16,1.03,1.05,1.1,1.99,0.22,2
200,Poland,0.01,0.55,0.1,1.25,0.02,0.01,0.84,1.03,0.46,0.01,0.01,0.02,0.01,0.03,1.81,0.01,0.01,0.01,0.01,0.44,0.03,-4.28,0.22,3.82,0.4,0.02,2.46,1.86,1.03,1.03,2.78,0.6,1,0.39,0.01,0.04,0.9,0.02,0.02,0.94,0.42,0.96,1.25,683,0.01,0.29,7.02,4.88,2.47,2.14,-0.04,0.05,0.12,0.1,0.1,0.19,0.76,0.24,1.43,0.2,13.83,0,0.01,0,0,210.64,15906.42,5037.45,13182.7,97.36,203.16,0.96,0.94,1.27,1.18,-1.47,-1.16,0.93,1.23,1.26,m,m,2
207,Poland,-0.01,0.39,0.18,1.6,-0.25,-0.01,1.56,0.33,0.61,-0.01,-0.03,-0.01,-0.03,-0.01,2.56,-0.03,-0.03,-0.01,-0.04,0.86,-0.02,-7.98,0.36,4.36,1.04,-0.02,1.15,0.89,0.65,0.34,3.07,0.7,1.94,0.17,-0.04,-0.06,0.87,-0.01,-0.04,1.25,0.3,1.19,1.36,4174,-0.02,0.14,1.5,1.58,1.1,0.65,-0.12,-0.13,0.05,0.11,0.32,0.27,1.24,0.35,-18.69,0.22,-9,0,0,0,0,181.4,-10630.13,-9291.13,-9298.71,110.55,216.04,m,28.9,0.92,0.88,0.99,1.3,0.73,1.07,0.85,m,m,2
218,Poland,0.01,0.58,-0.08,0.55,0.22,0.01,0.72,0.11,0.42,0.01,0.05,0.2,0.12,0.04,1.72,0.02,0.09,0.01,0.07,0.2,0.04,-5.34,-0.09,4.75,5.27,0.03,0.56,0.17,0,0.11,0.21,0.82,0,0.01,0.11,0.51,0.47,0.02,0.22,0.17,0.18,0.47,0.91,-4587.52,0.02,0.95,7.11,1.31,0.6,0.12,-1.07,0.46,0.74,0.02,0.16,0.03,0.04,0.09,-73.13,0.17,1.44,0,0,0,0,741.64,32270.12,12658.38,26231.54,311.57,346.36,m,m,0.99,1.05,m,m,0.95,1.07,0.96,m,m,2
233,Slovakia,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
