Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
257,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1
270,Poland,0.01,0.64,0.07,1.14,0.02,0.01,0.55,0.3,0.36,0.01,0.02,0.04,0.04,0.02,1.55,0.02,0.03,0.01,0.03,0.34,0.02,-6.1,0.15,3.93,2.17,0.03,0.63,0.47,0.3,0.31,2.52,0.52,1,0.08,0.04,0.06,0.87,0.01,0.05,0.85,0.48,0.78,1.15,567,0.02,0.46,2.29,0.78,0.62,0.65,-0.21,0.86,0.15,0.01,0.03,0.02,0.06,0.02,-0.74,0.02,0.79,0,0,0,0,498.73,17280.3,12939.37,14507.7,177.4,390.88,1.32,1.3,1.06,1.07,2.31,1.24,1.03,1.16,1.07,-0.39,-0.73,1
276,Poland,0.06,0.53,0.25,1.48,0.2,0.08,0.88,0.45,0.47,0.08,0.15,0.19,0.22,0.16,1.88,0.15,0.18,0.08,0.14,0.27,0.13,m,1.14,3.71,0.54,0.17,0.7,0.69,0.45,0.45,91.35,0.48,1,0.56,0.18,5.72,1.46,0.08,0.19,1.46,0.52,2.1,2.14,1299,0.14,0.02,39.53,0.94,0.85,2.01,0.66,-6.17,-0.44,-0.01,-0.02,-0.02,-1.25,-0.02,-0.2,-0.01,-0.13,0,0,0.01,0,8757.03,51375.98,48562.2,51375.98,4092.99,18402.52,0.98,1,1.35,1.43,0.87,0.85,m,1.53,1.55,1.92,1.3,1
290,Poland,0.03,0.3,0.35,2.55,0.23,0.03,2.34,0.52,0.7,0.03,0.14,0.06,0.06,0.1,3.34,0.1,0.06,0.03,0.05,0.47,0.09,-20.3,0.81,3.53,0.56,0.04,2.16,1.62,0,0.52,7.39,0.78,0,0.32,0.06,1.89,2.49,0.04,0.08,1.91,0.22,1.64,1.81,1165.15,0.04,0.11,36.51,1.06,2.3,1.21,0.69,m,m,0,0,0,0,0,m,0,0,0,0,0,0,1738.64,40208.93,29573.79,39477.5,1217.57,2844.55,0.67,0.83,0.76,0.64,0.16,0.17,0.57,0.69,0.54,m,m,1
366,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1
405,Poland,-0.14,0.36,-0.06,0.84,-0.42,-0.14,1.8,0.13,0.64,-0.14,-0.38,-2.07,-0.47,-0.76,2.8,-0.38,-1.03,-0.14,-1.03,1.06,-0.76,578.2,-0.08,2.33,2.68,-0.21,0.8,0.8,0.13,0.15,m,0.64,1,0.41,-1.03,m,0.84,-0.09,-0.71,0.84,0.36,0.92,0.92,-12,-0.21,0,m,0.85,0.37,0.19,-0.13,m,m,0,0,0,m,0,0,0,0,0,0,0,0,2015.05,-9542.95,-13818.19,-9559.45,1298.64,1854.79,0.93,1.17,0.94,0.89,1.42,1.42,m,0.85,1.17,0,-0.84,1
415,Poland,0.46,0.19,-0.01,0.31,0.52,0.56,4.3,0,0.81,0.22,26.98,m,0,2.98,5.3,0,m,0,m,0.29,2.41,0,-0.01,5.12,m,0,0.01,0,0,0,0.04,0.98,m,0.17,m,m,0.31,0,m,0.03,0.02,0.82,0.99,-1896,0.56,0.21,m,0,0,0,0.03,-0.81,0,-0.56,m,-2.98,-3.35,-26.98,m,-88.16,3891.11,0.02,0,0.1,0,119.69,172.81,m,-672414.38,97.1,97.73,m,m,m,m,m,m,m,m,m,m,m,1
12,Poland,0.01,0.66,0.29,1.49,0.09,0.01,0.51,1.02,0.34,0.01,0.02,0.01,0.01,0.02,1.51,0.01,0.01,0.01,0.01,0.25,0.01,3.14,2.52,5.76,0.53,0.03,1.7,1.53,0.04,1.02,6.64,0.4,0.04,0.21,0.01,0.01,0.74,0.01,0.01,1.34,0.6,2.94,3.52,166858,0.02,0.2,2.29,3.23,1.71,8.84,-0.15,0.04,0.01,0.14,0.14,0.22,2.16,0.24,1.73,0.16,16.32,0,0.04,0,0,369.56,9897.5,11885.01,14214.59,125.07,1086.35,m,m,m,m,m,m,m,m,m,m,m,2
19,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,Poland,0,0.66,0.12,1.2,0.02,0.01,0.52,1.94,0.34,0,0.01,0,0,0.01,1.52,0.01,0,0,0,0.33,0.01,1.86,0.45,5.26,0.3,0.01,3.2,2.97,0,1.96,10.31,0.39,0,0.16,0,0.01,0.79,0.01,0,1.11,0.61,1.28,1.45,21796.52,0,0.14,7.79,5.06,3.18,7.21,-0.07,-0.25,-0.65,-0.01,0,-0.01,-0.13,-0.01,0.37,-0.01,-1.61,0,0.04,0,0,1271.07,76798.66,56797.68,116060.35,436.26,1620.65,1.38,1.41,1.01,0.9,0.14,0.06,0.9,0.91,0.96,0.07,0.18,2
29,'Czech Republic',m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
30,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
43,Poland,0,0.69,0.05,1.11,-0.01,0.03,0.47,0.39,0.32,0.02,0.07,0.08,0.02,0.04,1.44,0.01,0.08,0.01,0,0.33,0,1.21,0.1,5.4,1.62,0.03,0.88,0.57,0.02,0.4,0.98,0.57,0.06,0.16,0.02,0.01,0.54,0.01,0.03,0.72,0.45,0.65,1.14,12618,0,0.76,1.5,2.27,0.86,0.77,-0.56,0.06,0.05,0.03,0.07,0.04,0.11,0.06,-9.01,0.06,2.98,0,0,0,0,481.28,5252.68,14667.5,16703.49,156.29,311.31,0.88,0.92,1.02,1.01,0.36,0.08,1.08,0.91,1.05,m,m,2
45,Poland,0.05,0.43,0.58,3.37,0.1,0.06,1.33,0.6,0.57,0.06,0.25,0.12,0.11,0.16,2.33,0.14,0.1,0.06,0.08,0.47,0.13,27.89,3.2,5.31,0.67,0.1,2.22,1.26,0,0.6,1.09,0.76,0,0.18,0.1,0.07,0.83,0.07,0.11,1.91,0.24,3.17,4.2,118618.92,0.08,0.33,0.96,3.8,2.45,3.31,-0.08,0.4,0.07,0.12,0.19,0.27,0.62,0.47,0.8,0.14,1.95,0,0,0,0,2057.09,19177.02,17572.35,19867.79,1174.1,6523.73,1.27,1.29,1.07,1.07,1.15,1.18,1.08,1.1,1,-1.09,-0.97,2
63,Poland,0.02,0.66,0.17,1.37,0.02,0.02,0.52,0.54,0.34,0.03,0.05,0.07,0.06,0.05,1.52,0.04,0.04,0.03,0.04,0.32,0.05,-5.19,0.47,5.12,1.14,0.09,1.1,0.77,0,0.54,2.02,0.54,0,0.11,0.06,0.09,0.87,0.04,0.08,0.96,0.46,0.93,1.47,22561.7,0.06,0.58,2.3,1.53,1.16,1.46,-0.12,0.84,0.45,0.02,0.05,0.04,0.12,0.05,0.44,0.04,0.82,0,0,0,0,1666.44,23630.95,13926.88,19144.29,567.36,1547.96,1.13,-22.72,1.12,1.18,1.33,1.22,1.08,1.16,1.19,-1.74,-3.94,2
68,Poland,0.03,0.3,0.14,1.68,0.33,0.04,2.33,0.19,0.7,0.03,0.18,0.2,0.19,0.12,3.32,0.1,0.2,0.03,0.14,0.37,0.09,10.01,0.21,5.51,0.83,0.04,0.76,0.52,0.06,0.19,3.38,0.8,0.29,1.11,0.16,1.22,1.58,0,0,1.15,0.21,1.07,1.22,44729,0.04,0.14,8.72,1.96,0.91,0.28,0.79,m,m,0,0,0,0,0,m,0,0,0,0,0,0,2710.27,51953.55,m,62113.26,1899.51,2898.66,1.05,1.04,1,0.95,1.13,1.24,1.01,0.86,0.84,m,m,2
79,Poland,0.02,0.5,0.18,1.64,0.03,0.03,1.11,0.21,0.55,0.03,0.11,0.19,0.15,0.08,2.02,0.06,0.15,0.03,0.1,0.52,0.06,9.92,0.34,5.42,2.12,0.05,0.67,0.39,0.21,0.22,1.08,0.76,1,0.2,0.14,0.09,0.79,0.04,0.18,0.95,0.29,1.04,1.43,47843,0.04,0.38,0.87,1.23,0.73,0.39,-0.33,-9.17,-3.73,0,-0.01,0,-0.01,-0.01,-0.22,-0.01,-0.08,0,0,0,0,454.91,7946.99,6747.15,8834.73,250.59,471.27,m,m,m,m,m,m,m,m,m,m,m,2
87,Poland,0.01,0.7,0.07,1.12,0.04,0.01,0.43,0.62,0.3,0.01,0.02,0.02,0.02,0.02,1.43,0.02,0.02,0.02,0.02,0.26,0.02,-10.61,0.21,4.91,1.13,0.05,1.04,0.87,0.62,0.62,3.02,0.42,1,0.02,0.02,0.03,0.59,0.02,0.03,0.94,0.58,0.88,1.21,5849,0.04,0.38,2.01,1.84,1.06,1.81,-0.39,m,m,0,0,0,0,0,m,0,0,0,0,0,0,2647.69,59701.91,40105.79,52668.14,794.99,2317.76,m,m,m,m,m,m,m,m,m,m,m,2
90,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,Poland,0.04,0.48,0.41,1.96,0.42,0.05,1.07,0.31,0.52,0.05,0.11,0.15,0.17,0.1,2.07,0.09,0.15,0.05,0.12,0.09,0.07,44.08,2.49,5.04,1.19,0.09,0.63,0.55,0.11,0.31,5.24,0.57,0.35,0.26,0.14,0.07,0.69,0,0,1.73,0.43,3.15,3.49,44459,0.07,0.11,0.58,1.7,0.73,1.9,-0.49,m,m,0,0,0,0,0,m,0,0,0,0,0,0,2656.96,29835.48,m,30525.24,1375.59,8366.52,1.01,1.02,1.06,1.06,0.9,0.9,1.09,0.96,1.51,m,m,2
97,Poland,0.04,0,0.62,m,0.35,0.06,m,0.28,0.55,0.06,m,0.21,0.23,m,m,m,0.21,0.05,0.16,0.2,m,37.07,1.62,5.14,-0.57,0.1,m,m,0.14,0.28,m,0.55,0.51,m,0.19,0.17,m,0.05,0.17,m,0,1.43,1.43,86064,0.08,0,1.07,1.45,m,0.74,1.59,m,m,0,0,m,m,m,m,0,0,0,0,0,0,1372.82,12950.55,15333.94,14343.85,749.25,1962.66,1.43,1.34,1.11,1.17,1.93,2.06,1.09,1.29,m,m,m,2
102,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
109,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
110,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
117,Poland,0.02,0.99,-0.21,0.76,-0.15,0.03,0.01,0.39,0.01,0.02,0.03,0.07,0.04,0.03,1.01,0.02,0.06,0.02,0.05,0.16,0.02,10.34,-0.65,5.01,1.85,2.81,0.43,0.39,0,0.4,4.56,0.1,0,0.37,0.04,0.07,0.47,0.02,0.05,0.69,0.9,0.02,0.3,-21907.49,3.06,15.46,1.48,4.44,0.44,1.21,-1.29,0.31,0.06,0.06,0.15,0.06,0.63,0.06,-1.2,0.08,3.48,0,0,0,0,10102.57,2361.99,2969.12,3597.29,60.47,186,1.21,-15.95,0.83,0.8,0.7,-1.47,0.8,0.5,0.81,0.23,-0.22,2
132,Poland,0.01,0.59,0.21,1.37,0.08,0.02,0.71,0.5,0.41,0.02,0.03,0.05,0.04,0.04,1.71,0.03,0.04,0.02,0.03,0.34,0.03,-7.67,0.93,4.63,1.1,0.04,0.85,0.82,0.5,0.5,22.64,0.43,1,0.07,0.04,0.04,0.69,0.02,0.05,1.33,0.57,1.85,1.93,8955,0.04,0.04,1.29,1.42,0.88,2.22,-0.37,0.44,0.16,0.03,0.07,0.06,1.93,0.06,1.1,0.04,1.86,0,0,0,0,412.12,9488.95,7423.17,9567.4,170.98,761.96,m,m,m,m,m,m,m,m,m,m,m,2
147,Poland,-0.01,0.88,-0.14,0.77,-0.15,0.01,0.06,2.01,0.06,0.03,0.01,0,0.01,0.01,1.14,0.03,0,0.02,0,0.21,-0.01,-1.25,-0.27,4.72,0.4,0.44,3.27,2.29,2.01,2.03,1.79,0.32,1,0.28,0.01,m,0.77,0.07,0.04,0.54,0.61,0.11,0.61,-7391,-0.13,4.76,m,6.67,3.28,3.82,-0.07,m,m,0,0,0,0,0,m,0,0,0,0,0,0,12072.84,99128.45,9189.54,27182.27,671.26,1275.65,m,m,m,m,m,m,m,m,m,m,m,2
154,Poland,0.06,0.48,0.04,1.1,-0.09,0.08,1.08,0.65,0.52,0.07,0.18,0.12,0.13,0.16,2.08,0.15,0.12,0.07,0.09,0.61,0.13,25.51,0.08,4.44,0.63,0.14,1.34,1.21,0.17,0.66,6.29,0.57,0.26,0.17,0.11,0.33,0.67,0,0,0.99,0.43,1,1.08,1221,0.12,0.09,3.5,2.98,1.5,1.25,-0.25,0.54,0,0.11,0.18,0.24,2.48,0.26,3.08,0.24,1.55,0,0.01,0,0,858.27,5739.47,m,5992.94,445.2,854.19,1.73,1.64,1.04,0.9,3.17,0.67,1.21,0.61,1.82,-1.58,7.28,2
169,Poland,0.01,0.4,0.24,2.03,0.02,0.02,1.49,0.34,0.6,0.02,0.07,0.09,0.05,0.07,2.49,0.04,0.05,0.02,0.04,0.58,0.07,-18.5,0.45,4.51,0.59,0.03,1.46,0.85,0.34,0.36,2.19,0.77,1,0.88,0.05,0.13,1.59,0.03,0.09,1.17,0.23,1.13,1.45,7702,0.02,0.28,3.36,2.06,1.46,0.64,0.42,-11.3,-11.62,0,0,0,-0.01,-0.01,0.02,0,-0.07,0,0,0,0,787.29,29421.94,15748.19,28707.02,471.48,890.66,m,m,m,m,m,m,m,m,m,m,m,2
176,Poland,0.02,0.61,0.17,1.54,0.03,0.03,0.6,0.37,0.37,0.03,0.08,0.15,0.09,0.09,1.63,0.05,0.07,0.03,0.06,0.34,0.08,-7.54,0.29,4.56,1.61,0.08,1.1,0.57,0,0.38,0.67,0.67,0,0.26,0.08,0.08,0.63,0.06,0.16,0.79,0.32,0.64,1.16,6163.28,0.06,0.8,1.3,3.12,1.18,0.64,-0.36,0.03,0.03,0.86,2.3,1.4,2.87,2.71,0.98,1.76,27.78,0,0.01,0,0,411.54,5811.59,2586.94,4955.34,152.83,264.18,1.39,1.37,1.09,1.2,1.3,1.64,1,1.88,0.97,6.79,54.87,2
191,Poland,0.14,1.29,-0.41,0.48,-2.12,0.15,-0.23,0.48,-0.29,0.15,0.2,0.45,-0.07,0.17,0.77,-0.03,0.32,-0.04,0.28,1.82,0.16,-4.79,-0.66,4.34,2.62,0.14,0.67,0.41,0,0.49,0.16,0.21,0,0.04,-0.08,0.47,0.1,-0.11,-0.22,0.29,0.79,-0.47,0.34,-9051.16,-0.47,-1.72,1.64,9.83,0.61,0.77,-2.64,-1.15,-0.54,-0.12,-0.25,-0.09,-0.24,-0.15,34,-0.32,3,0,0,0,0,-5968.99,11392.71,-16750.8,-43977.48,1759.01,2811.91,m,m,m,m,m,m,m,m,m,m,m,2
195,Poland,-0.02,0.53,0.2,1.45,0.08,-0.03,0.84,0.31,0.45,-0.02,-0.06,-0.07,-0.08,-0.04,1.88,-0.05,-0.09,-0.03,-0.07,0.37,-0.03,8.75,0.54,4.24,1.69,-0.06,0.78,0.64,0.31,0.32,2.67,0.54,1,0.02,-0.09,-0.06,0.55,-0.02,-0.06,1.2,0.44,1.24,1.49,3422,-0.05,0.2,0.79,1.34,0.71,0.86,-0.59,-0.48,0.16,0.05,0.15,0.09,0.51,0.1,-32.27,0.07,-1.66,0,0,0,0,1082.39,-17421.19,-24157.21,-17529.18,486.3,1344.63,0.57,0.73,1,0.98,-0.34,-0.35,1.06,0.86,0.98,0.69,0.13,2
197,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
200,Poland,0.01,0.42,0.25,1.72,0.04,-1.68,1.04,1.27,0.44,-1.68,-4.8,-1.33,-1,-4.03,2.38,-4.01,-1.32,-1.68,0.01,0.39,-0.01,1723.35,0.63,3.85,0.13,-3.86,4.8,4.01,0,0,6.03,0.51,0,0.77,-1.32,0.04,1.2,-1.67,-1.31,1.43,0.35,1.09,1.27,1776.95,0.02,0.16,7.01,8.51,3.64,3.19,0.04,-0.04,0.06,-0.19,-0.15,-0.45,-2.73,-0.54,0.66,-0.32,0.11,m,m,m,m,0,0,0,0,0,0,1.37,-0.99,0.96,0.94,-0.99,0.85,0.99,1.03,0.89,-2.07,-1.31,2
207,Poland,0,0.37,0.18,1.67,-0.14,0.01,1.68,0.31,0.63,0.01,0.02,0.02,0.02,0.01,2.68,0.01,0.02,0.01,0.01,0.77,0.01,134.01,0.33,4.41,1.04,0.01,1.14,0.82,0.58,0.31,1.98,0.73,1.91,0.21,0.02,0.02,0.76,0,0,1.21,0.27,1.14,1.33,4635,0.01,0.16,1.23,2.09,1.13,0.56,-0.22,m,m,0,0,0,0,0,m,0,0,0,0,0,0,160.8,18127.76,m,18263.03,100.87,183.98,m,m,m,m,m,m,m,m,m,m,m,2
218,Poland,0.01,0.53,-0.06,0.6,0.28,0.01,0.89,0.11,0.47,0.01,0.07,0.23,0.12,0.05,1.89,0.02,0.09,0.01,0.09,0.19,0.05,-5.3,-0.06,4.76,4.94,0.02,0.66,0.19,0,0.11,0.18,0.85,0,0.01,0.11,0.46,0.46,0.03,0.25,0.17,0.15,0.52,0.94,-3396.45,0.02,0.81,5.23,1.59,0.73,0.12,-0.94,0.59,0.96,0.02,0.15,0.03,0.04,0.11,-111.96,0.18,1.36,0,0,0,0,1203.46,58081.65,21231.23,48863.13,568.02,623.39,0.97,-5.25,1.03,0.93,0.62,0.61,1.17,0.88,0.87,2.28,-0.26,2
233,Slovakia,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
238,Poland,-0.04,0.53,0.38,1.95,0.09,-0.04,0.88,0.34,0.47,-0.04,-0.1,-0.08,-0.1,-0.05,1.88,-0.08,-0.12,-0.04,-0.1,0.38,-0.04,9.39,1.63,3.9,1.56,-0.09,0.99,0.73,0.34,0.35,1.52,0.61,1,0.19,-0.12,-0.06,0.52,-0.03,-0.08,1.45,0.39,2.04,2.63,2993,-0.08,0.29,0.6,2.54,0.86,1.47,-0.5,6.57,-2.68,-0.01,-0.02,-0.01,-0.04,-0.01,0.46,-0.01,0.13,0,0,0,0,426.7,-4864.22,-7757.48,-4992.01,200.35,870.39,0.28,0.36,0.84,0.79,-0.33,-0.36,1.18,0.45,0.82,-0.02,-0.18,2
245,Poland,0,0.94,0.22,1.61,-0.6,0,0.06,0.25,0.06,0.02,0.01,0.03,0.02,0.01,1.06,0,0.01,0,0.01,0.66,0.01,-0.36,0.54,4.17,3.71,0.07,0.68,0.26,0,0.25,0.83,0.64,0,0.21,0.02,0.03,1.31,0.01,0.03,0.62,0.36,0.15,1.54,3323.36,0.05,9.54,2.31,0.63,0.7,0.61,0.46,-0.17,-0.23,-0.02,-0.07,-0.02,-0.03,-0.05,-5.9,-0.03,-4.07,0,0,0,0,263.02,5329.04,1848.83,3607.43,15.88,38.43,0.66,0.93,0.95,0.95,0.06,0.43,0.54,1.68,1.01,-1.66,0.17,2
