Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
257,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1
270,Poland,0,0.63,0.03,1.07,0.01,0.01,0.58,0.43,0.37,0.01,0.01,0.01,0.02,0.01,1.58,0.01,0.01,0.01,0.01,0.36,0.01,-2.31,0.06,3.9,1.46,0.02,0.93,0.68,0.43,0.44,2.94,0.54,1,0.06,0.02,m,1.07,0.01,0.02,0.78,0.46,0.75,1.09,241,0.01,0.46,m,0.93,0.93,0.88,0.07,-0.14,0,-0.03,-0.07,-0.05,-0.18,-0.07,-16.75,-0.06,-4.06,0,0,0,0,288.98,20192,10893.19,13873.23,106.21,216.07,1.09,1.1,1.06,1.09,1.18,0.68,m,1.08,1.09,-3.78,6.88,1
276,Poland,0.01,0.7,0.34,3.01,-0.34,0.01,0.43,0.22,0.3,0.01,0.07,0.06,0.03,0.02,1.44,0.01,0.06,0.01,0.03,0.64,0.01,1.15,0.69,2.98,3.11,0.02,1.28,0.31,0.22,0.22,0.96,0.83,1,1.43,0.03,m,3.01,0.01,0.06,0.73,0.17,0.61,1.69,325,0.02,1.74,m,0.84,1.33,0.45,1.61,-0.14,0,-0.05,-0.23,-0.07,-0.1,-0.3,0.88,-0.1,-7.65,0,0,0,m,0,0,0,0,0,0,1.69,1.8,1.09,1.14,0.48,-3.18,m,1.78,1.67,18.04,16.34,1
290,Poland,0.02,0.33,0.37,2.49,0.2,0.02,2.14,0.54,0.71,0.02,0.08,0.08,0.04,0.14,3.02,0.06,0.04,0.02,0.03,0.51,0.12,-11.48,1,3.41,0.5,0.03,2.12,1.61,0.54,0.55,7.72,0.79,1,0.64,0.04,1.52,2.45,0.03,0.05,1.89,0.25,1.89,2.1,969,0.02,0.11,50.32,1.2,2.17,1.45,0.71,-0.13,-0.2,-0.12,-0.23,-0.38,-1.57,-0.5,0.75,-0.2,-6.02,0,0,0,0,2040.27,68876.61,48571.43,69633.22,1445.54,3859.65,0.66,0.85,0.86,0.93,0.1,0.09,1.27,0.86,0.76,m,m,1
366,Poland,0,0.59,0.05,1.14,0,0,0.69,0.11,0.41,0.01,-0.01,0.12,0.07,0.02,1.7,0.01,-0.03,0.01,-0.03,0.4,0.02,-0.69,0.08,3.64,5.15,0.02,0.33,0.18,0.11,0.12,1.45,0.67,1,0.74,0.06,-0.73,1.13,0.02,0.21,0.64,0.33,0.66,1.07,204,-0.01,0.63,26.11,0.88,0.35,0.18,0.42,-0.03,0.15,0.11,0.97,0.19,0.43,0.34,-15.09,0.29,15.44,0,0,0,0,457.04,-58272.84,7788.39,25919.76,186.64,299.89,1.14,1.78,2.2,1.03,0.18,-0.11,m,0.76,2.28,-5.76,-2.02,1
405,Poland,-0.03,0.28,0.07,1.26,-0.39,-0.03,2.61,0.31,0.72,-0.03,-0.12,-0.04,-0.1,-0.04,3.61,-0.12,-0.11,-0.03,-0.11,1.11,-0.04,91,0.11,2.61,0.9,-0.05,1.24,1.24,0.31,0.31,m,0.72,1,0.17,-0.11,m,1.26,-0.01,-0.04,1.26,0.28,1.11,1.11,29,-0.05,0,m,1.02,1.12,0.47,0.22,-3.49,2.28,0.01,0.03,0.03,m,0.03,-0.4,0.03,-0.29,0,0,0,0,344.76,-7378.13,-20363.64,-7459.21,249.6,382.78,0.86,0.85,1.1,1.05,0.75,0.76,m,1.26,0.96,0.17,-2.14,1
415,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,Poland,0.01,0.62,0.39,1.82,0.1,0.01,0.62,0.97,0.38,0.01,0.03,0.02,0.01,0.03,1.62,0.02,0.02,0.01,0.01,0.29,0.01,2.61,2.69,5.74,0.59,0.03,2.05,1.57,0.04,0.98,2.42,0.53,0.05,0.09,0.01,0.01,0.74,0.01,0.01,1.39,0.47,2.68,3.69,210332,0.01,0.38,1.92,3.14,2.06,6.81,-0.13,-0.1,-0.03,-0.05,-0.05,-0.09,-0.37,-0.11,0.57,-0.06,-5.42,0,0.03,0,0,587.62,15418.41,19365.04,22856.81,225.21,1576.09,0.69,0.69,0.82,0.8,0.54,0.42,1.07,0.66,0.67,1.28,-2.2,2
19,Poland,-0.01,0.83,0.03,1.08,0.05,0.01,0.22,0.18,0.18,0,0.02,0.17,0,0.04,1.2,0,0.05,0,-0.04,0.13,0.02,0.06,0.05,6.27,4.16,0,0.47,0.22,0,0.19,0.31,0.63,0,0.18,0,-0.03,0.35,0.02,0.13,0.51,0.39,0.32,1.09,58007.29,-0.04,2.39,0.64,2.8,0.47,0.32,-1.65,-0.23,0.73,0.03,0.17,0.04,0.07,0.08,-0.89,0.07,77.6,0,0.01,-0.02,0,6058.95,123518.97,48450.28,2785563.56,1120.45,1943.71,0.9,1.07,0.99,0.97,0.01,-0.22,1.07,0.99,1.01,0.57,-0.39,2
21,Poland,0.02,0.72,0.2,1.3,-0.01,0.02,0.41,1.31,0.3,0.02,0.04,0.02,0.01,0.04,1.4,0.03,0.02,0.02,0.01,0.31,0.02,6.34,1.51,5.24,0.49,0.06,1.93,1.8,0,1.31,9.78,0.35,0,0.14,0.01,0.04,0.72,0.02,0.02,1.21,0.67,2.23,2.61,35076.72,0.05,0.17,3.39,3.39,1.96,9.85,-0.14,0.24,0.03,0.06,0.05,0.09,1.31,0.1,0.88,0.07,3.59,0,0.03,0,0,396.63,4869.43,5822.22,6529.68,117.47,885.96,0.97,0.95,0.95,0.94,-1.21,-0.77,0.88,0.93,0.89,-0.56,-0.46,2
29,'Czech Republic',m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
30,Poland,0.01,0.57,0.04,1.18,0.26,0.01,0.75,0.19,0.43,0.01,0.06,0.15,0.07,0.05,1.75,0.02,0.07,0.01,0.03,0.17,0.04,4.2,0.05,6.1,2.87,0.03,0.78,0.31,0,0.19,0.52,0.77,0,0.22,0.07,0.06,0.79,0.03,0.15,0.46,0.23,0.58,1.05,50383.09,0.01,0.81,2.15,1.45,0.83,0.25,-0.29,0.27,0.81,0.02,0.1,0.03,0.05,0.08,-0.24,0.07,1.53,0,0,0,0,1249.87,39487.79,19401.06,43515.45,534.78,728.11,0.91,0.96,1,0.84,0.45,0.24,1.09,1.07,0.9,0.51,-2.2,2
43,Poland,0.04,0.67,0.24,1.71,0.02,0.06,0.53,0.6,0.35,0.05,0.18,0.12,0.09,0.11,1.5,0.07,0.1,0.05,0.06,0.34,0.07,7,0.57,5.4,1.04,0.14,1.63,0.82,0.6,0.6,0.84,0.68,1,0.13,0.08,0.12,0.82,0.06,0.1,0.87,0.34,0.84,1.62,59919,0.11,0.94,1.98,2.58,1.77,1.42,-0.12,4.04,1.28,0.01,0.02,0.01,0.03,0.03,-0.14,0.02,0.19,0,0,0,0,661.02,3827.99,3831.36,4748.63,233.56,554.4,0.99,1.01,0.92,0.87,0.86,1.98,0.84,1.16,0.93,m,m,2
45,Poland,0.03,0.48,0.59,3,0.08,0.04,1.06,0.52,0.52,0.04,0.13,0.08,0.08,0.09,2.06,0.08,0.08,0.04,0.05,0.44,0.06,15.45,5.16,5.2,0.88,0.07,1.62,0.99,0,0.52,1.03,0.7,0,0.13,0.07,0.04,0.66,0.04,0.08,1.83,0.3,4.51,6.16,93991.4,0.05,0.37,0.74,3.34,1.74,4.51,-0.21,-0.34,-0.05,-0.08,-0.15,-0.16,-0.42,-0.27,3.28,-0.09,-2.17,0,0,0,0,1516,20055.5,19391.23,21314.57,781.73,6838.44,0.97,0.97,1.06,1.06,0.96,0.92,1.07,1.1,0.75,m,m,2
63,Poland,0.01,0.56,0.23,1.5,0.01,0.02,0.78,0.53,0.44,0.02,0.03,0.04,0.03,0.04,1.78,0.03,0.03,0.02,0.02,0.43,0.04,-10.45,0.78,5.04,1.05,0.04,1.12,0.93,0,0.54,4.64,0.53,0,0.95,0.03,0.05,0.95,0.02,0.04,1.25,0.47,1.46,1.78,25337.93,0.03,0.22,2.08,m,1.15,1.78,-0.04,0.48,0.28,0.03,0.05,0.05,0.28,0.06,2.85,0.04,1.51,0,0,0,0,877.31,24021.24,18658.38,21909.25,384.83,1282.23,m,m,m,m,m,m,m,m,m,m,m,2
68,Poland,0.02,0.2,0.14,1.86,0.31,0.02,4.13,0.17,0.8,0.02,0.15,0.15,0.14,0.13,5.13,0.11,0.15,0.02,0.12,0.49,0.1,33.81,0.21,5.39,0.44,0.03,0.87,0.75,0.04,0.17,10.33,0.83,0.26,0.88,0.12,0.74,1.7,0,0,1.6,0.17,1.17,1.21,35580,0.02,0.03,6.16,1.2,0.99,0.24,0.83,m,m,0,0,0,0,0,m,0,0,0,0,0,0,772.56,25351.99,m,30353.07,621.91,902.69,0.92,0.91,0.98,0.99,1.02,1.14,1.08,0.92,0.9,0,0,2
79,Poland,0.01,0.53,0.15,1.42,0.01,0.02,0.96,0.21,0.51,0.02,0.07,0.15,0.11,0.06,1.88,0.04,0.12,0.02,0.07,0.5,0.04,7.04,0.32,5.42,2.35,0.04,0.52,0.36,0.21,0.21,1.55,0.67,1,0.19,0.1,0.05,0.68,0.03,0.13,0.98,0.37,1.06,1.41,40963,0.03,0.32,0.77,1.15,0.57,0.44,-0.65,0.77,0.38,0.02,0.09,0.04,0.12,0.05,-21.01,0.04,0.9,0,0,0,0,566.54,11945.36,10321.87,13873.86,288,603.21,m,m,m,m,m,m,m,m,m,m,m,2
87,Poland,0.02,0.76,0.07,1.12,0.03,0.03,0.32,0.49,0.24,0.03,0.05,0.07,0.06,0.05,1.32,0.04,0.07,0.03,0.05,0.21,0.04,15.5,0.27,4.87,1.53,0.12,0.72,0.61,0.49,0.49,4.03,0.35,1,0.01,0.06,0.09,0.71,0.03,0.07,0.95,0.65,0.86,1.27,5561,0.09,0.47,1.86,1.09,0.76,1.76,-0.41,-2.37,-0.45,-0.01,-0.02,-0.01,-0.08,-0.01,-4.98,-0.01,-0.33,0,0,0,0,2977.18,22401.08,21375.67,24518.95,717.43,2565.37,1.27,1.22,1.19,1.22,4.27,5.43,1.1,1.3,1.2,-1.04,1.78,2
90,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,Poland,0.03,0.46,0.45,2,0.43,0.04,1.17,0.29,0.54,0.04,0.09,0.15,0.16,0.09,2.17,0.09,0.15,0.04,0.11,0.11,0.07,44.12,4.82,4.95,1.37,0.08,0.56,0.56,0.29,0.3,38.45,0.55,1,0.13,0.14,0.05,0.62,0,0,1.96,0.45,5.74,5.82,40159,0.06,0.01,0.47,1.31,0.64,3.11,-0.67,m,m,0,0,0,0,0,m,0,0,0,0,0,0,3199.89,40495.77,m,41434.32,1723.3,18362.26,0.99,1.05,1.12,1.13,0.77,0.77,1.2,0.95,1.19,m,m,2
97,Poland,0.03,0.47,0.21,1.64,0.28,0.04,1.13,0.25,0.53,0.04,0.13,0.17,0.17,0.09,2.13,0.08,0.17,0.04,0.11,0.25,0.06,9.53,0.46,5.07,1.72,0.07,0.65,0.45,0.12,0.25,1.63,0.67,0.5,0.12,0.15,0.09,0.7,0.04,0.16,1.15,0.33,1.15,1.46,24574,0.05,0.27,0.8,1.33,0.76,0.54,-0.48,m,m,0,0,0,0,0,m,0,0,0,0,0,0,1236.37,15693.21,16460.42,17339.52,655.63,1426.67,1.09,1.07,1.04,1.07,1.23,1.61,1.02,1.14,0.95,m,m,2
102,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
109,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
110,Poland,0.03,0.48,0.31,1.81,0.1,0.04,1.09,0.44,0.52,0.04,0.11,0.09,0.11,0.08,2.09,0.09,0.09,0.04,0.07,0.42,0.07,-13,1.03,4.65,0.86,0.08,1.05,0.84,0.44,0.45,2.71,0.62,1,0.29,0.1,0.07,0.66,0.05,0.11,1.46,0.38,1.72,2.03,13922,0.06,0.18,0.99,3.07,1.14,1.45,-0.32,m,m,0,0,0,0,0,m,0,0,0,0,0,0,1455.81,18777.94,15453.71,18043.64,759.42,2502.43,m,m,m,m,m,m,m,m,m,m,m,2
117,Poland,0.02,0.89,0.11,1.15,0.04,0.03,0.13,0.44,0.11,0.03,0.04,0.07,0.06,0.03,1.13,0.03,0.07,0.03,0.04,0.07,0.02,6.62,0.57,5.16,1.9,0.23,0.59,0.47,0,0.45,2.03,0.29,0,0.13,0.06,0.04,0.52,0.03,0.06,0.92,0.71,0.6,1.57,15488.11,0.15,1.61,0.99,1.59,0.62,2.35,-0.82,0.22,0.02,0.07,0.17,0.08,0.4,0.1,3.24,0.09,2.86,0,0,0,0,1423.39,5401.46,5980.7,6246.82,159.69,853.92,0.51,-26.35,1.13,1.11,1.6,2.27,0.98,1.4,1.13,-0.41,-0.44,2
132,Poland,0.01,0.58,0.45,2.77,0.04,0.01,0.74,0.39,0.42,0.01,0.03,0.03,0.02,0.02,1.74,0.02,0.02,0.01,0.02,0.38,0.02,-4.43,1.49,4.67,1.44,0.02,1.51,0.66,0.39,0.39,1.01,0.75,1,0.05,0.02,0.02,1.3,0.01,0.04,1.21,0.25,1.41,2.49,20699,0.01,0.76,1.05,1.24,1.55,1.3,0.2,0.1,0.09,0.06,0.15,0.1,0.19,0.24,15.28,0.09,6.6,0,0,0,0,390.9,21954.69,11490.72,18128.1,165.7,551.62,0.87,0.88,0.94,0.91,0.64,0.57,0.9,0.9,0.84,-0.79,-0.43,2
147,Poland,-0.01,0.74,-0.08,0.86,0.11,0,0.29,0.43,0.22,0,-0.01,-0.01,0,0,1.36,0,-0.01,0,-0.01,0.1,-0.01,-0.14,-0.16,4.9,1.57,0,0.76,0.61,0.43,0.45,3.34,0.37,1,0.25,0,m,0.86,0,0.01,0.69,0.59,0.44,0.74,-6353,-0.03,0.7,m,1.21,0.74,0.87,-0.18,m,m,0,0,0,0,0,m,0,0,0,0,0,0,3238.44,-216829.96,206196.49,1231362.92,696.28,1409.88,m,m,m,m,m,m,m,m,m,m,m,2
154,Poland,0.02,0.6,-0.02,0.95,-0.2,0.02,0.66,0.53,0.4,0.02,0.04,0.03,0.04,0.03,1.66,0.04,0.03,0.02,0.04,0.59,0.03,-6.59,-0.04,4.41,1.12,0.05,1.12,0.85,0.12,0.53,1.86,0.54,0.22,0.03,0.04,0.11,0.57,0,0,0.73,0.46,0.71,0.96,-552,0.05,0.36,3.04,2.12,1.15,0.95,-0.38,0.48,0,0.04,0.07,0.06,0.27,0.08,-62.97,0.09,1.79,0,0,0,0,408.98,8848.31,m,7505.45,161.89,288.39,1.39,1.47,1.15,1.43,0.65,0.75,1.3,1.52,1.99,4.44,1.6,2
169,Poland,0.01,0.45,0.22,1.84,0.04,0.01,1.24,0.32,0.55,0.01,0.03,0.06,0.02,0.04,2.24,0.01,0.03,0.01,0.02,0.52,0.04,-4.74,0.42,4.52,1.41,0.01,1.21,0.7,0.32,0.32,2.07,0.74,1,0.78,0.02,0.07,1.5,0.02,0.06,1.07,0.26,1.06,1.42,7293,0.01,0.34,3.57,1.69,1.22,0.6,0.44,3.67,6.43,0,0.01,0,0.01,0.01,-0.05,0,0.27,0,0,0,0,925.38,62205.87,28172.41,77454.74,513.12,979.78,m,m,m,m,m,m,m,m,m,m,m,2
176,Poland,0.01,0.52,0.16,1.33,0.03,0.02,0.88,0.44,0.46,0.02,0.04,0.06,0.06,0.05,1.91,0.05,0.04,0.02,0.03,0.43,0.04,-7.85,0.42,4.4,1.15,0.05,0.9,0.81,0,0.45,3.4,0.51,0,0.03,0.06,0.03,0.38,0.03,0.08,1.2,0.47,1.24,1.38,3931.27,0.03,0.11,0.98,2.67,0.94,1.18,-0.7,-0.14,-0.1,-0.1,-0.22,-0.19,-1.86,-0.21,7.13,-0.16,-3.96,0,0,0,0,1133.89,27786.88,15306.83,21146.5,523.85,1403.9,1.02,1.07,1.16,1.15,0.55,0.38,1.2,1.57,1.33,-2.55,-1.62,2
191,Poland,-0.07,0.9,-0.11,0.86,-0.37,-0.06,0.11,0.46,0.1,-0.06,-0.07,-0.1,-0.12,-0.05,1.11,-0.07,-0.12,-0.06,-0.15,0.47,-0.07,-9.67,-0.37,4.69,1.92,-0.65,0.65,0.58,0,0.46,0.88,0.19,0,0.02,-0.14,-0.11,0.1,-0.05,-0.12,0.77,0.81,0.33,0.63,-5487.3,-0.72,0.93,0.75,7.42,0.57,1.52,-1.43,1.07,-0.16,-0.07,-0.14,-0.07,-0.72,-0.08,-11.69,-0.09,1.03,0,0,0,0,911.35,-1566.07,-1677.07,-1399.71,89.92,296.77,0.86,153.64,1.15,1.22,18.73,8.49,1.22,1.25,1.02,-1.42,-2.87,2
195,Poland,-0.04,0.65,0.12,1.23,0.03,-0.04,0.54,0.23,0.35,-0.04,-0.08,-0.14,-0.15,-0.05,1.54,-0.06,-0.18,-0.04,-0.17,0.32,-0.04,11.88,0.36,4.27,2.85,-0.11,0.5,0.41,0.23,0.23,3.05,0.46,1,0.03,-0.17,-0.12,0.64,-0.03,-0.13,1.02,0.54,1.03,1.36,2289,-0.11,0.32,0.72,0.7,0.42,0.67,-0.74,-8.35,1.99,0,0.02,0.01,0.04,0.01,-0.81,0.01,-0.12,0,0,0,0,1061.92,-9126.31,-12394.32,-9539.73,371.83,1093.67,0.49,0.64,0.96,0.94,-0.87,-1.2,0.98,0.91,19.47,0.03,-0.49,2
197,Poland,0.01,0.6,0.12,1.23,0.01,0.01,0.71,0.66,0.42,0.02,0.02,0.04,0.03,0.04,1.68,0.03,0.02,0.02,0.01,0.41,0.03,-2.35,0.34,4.06,0.9,0.04,1.24,1.09,0,0.67,3.42,0.49,0,0.13,0.03,0.02,0.47,0.03,0.04,1.08,0.52,1.2,1.4,1375.39,0.02,0.17,1.67,3.76,1.27,1.88,-0.43,5.12,7.26,0,0,0,0.02,0,-0.06,0,0.08,0,0,0,0,742.68,24914.1,10815.9,17085.14,313.97,889.04,1.02,1.11,1.01,1,0.53,0.49,1.07,0.96,1,-0.02,1.27,2
200,Poland,0.03,0.54,0.13,1.32,0.03,0.03,0.87,3.15,0.46,0.04,0.08,0.02,0.01,0.11,1.87,0.07,0.01,0.04,0.01,0.44,0.1,-7.01,0.29,3.82,0.17,0.08,7.53,5.84,3.15,3.17,3.48,0.58,1,0.47,0.01,0.22,1.01,0.06,0.02,1.02,0.42,1.03,1.29,864,0.06,0.26,24.47,14.26,7.59,6.97,0,0.73,0.61,0.04,0.01,0.07,0.32,0.09,1.24,0.07,1.04,0,0.02,0,0,184.44,2527.43,1428.55,2340.22,85.66,189.22,1.49,1.49,1.03,1.06,2.11,2.28,1,0.99,1,0.57,0.56,2
207,Poland,0.01,0.44,0.17,1.48,-0.21,0.01,1.29,0.47,0.56,0.01,0.02,0.01,0.01,0.02,2.29,0.01,0.01,0.01,0.02,0.77,0.02,m,0.37,4.42,0.81,0.01,1.29,1.06,0.9,0.47,4.39,0.64,1.92,0.17,0.01,0.04,0.95,0,0,1.22,0.36,1.2,1.37,4550,0.01,0.14,2.46,1.67,1.3,1,-0.04,m,m,0,0,0,0,0,m,0,0,0,0,0,0,185.88,15281.09,m,16681.9,104.81,223.74,0.6,0.59,1.06,1.11,-2.84,-2.16,0.74,1.66,1.12,0,0,2
218,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
233,Slovakia,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
