Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
270,Poland,0,0.61,0.03,1.07,0.01,0.02,0.63,0.38,0.39,0.01,0.04,0.04,0.02,0.03,1.63,0.01,0.04,0.01,0.01,0.37,0,1.19,0.06,3.86,1.6,0.02,0.85,0.62,0.38,0.39,2.83,0.55,1,0.02,0.02,m,1.07,0.01,0.03,0.77,0.45,0.76,1.09,211,0.01,0.43,m,0.83,0.86,0.75,0.08,0.13,0,0.02,0.06,0.04,0.14,0.05,2.44,0.05,2.99,0,0,0,0,629.25,14121.1,21275.22,30651.69,243.63,477.13,0.99,1.01,1.02,1.03,0.71,0.87,m,1.02,1.06,-86.68,-1011,1
276,Poland,-0.03,1.09,0.1,8.2,-0.15,-0.03,-0.08,0.03,-0.09,-0.03,-2.26,-1.13,-0.54,-0.03,0.92,-0.02,-1.13,-0.03,-1.13,0.06,-0.03,4.13,0.12,2.84,38.1,0.28,3.83,0.05,0.03,0.03,0.11,0.99,1.01,6.3,-0.91,m,8.2,-0.02,-0.8,0.11,0.01,-0.1,1.12,72,0.35,-11.74,m,1.05,2,0.03,1.68,-1.91,0,0.02,0.59,0.02,0.02,1.18,1,0.14,-0.65,0,0,0,m,0,0,0,0,0,0,m,m,m,m,m,m,m,m,m,m,m,1
290,Poland,0.04,0.29,0.36,2.37,0.25,0.06,2.49,0.48,0.72,0.06,0.21,0.12,0.14,0.19,3.45,0.22,0.12,0.06,0.09,0.47,0.15,-9.05,0.97,3.28,0.42,0.09,1.72,1.58,0,0.52,25.5,0.75,0,0.69,0.13,10.01,2.35,0.09,0.19,2.17,0.27,1.94,2,698.13,0.06,0.03,113.84,1.09,1.82,1.29,0.77,m,m,0,0,0,0,0,0,0,0,0,0,0,0,1954.89,25434.82,15517.14,22359.23,1411.42,3787.98,m,m,m,m,m,m,m,m,m,m,m,1
366,Poland,0.03,0.59,0.14,1.4,0.07,0.04,0.69,0.1,0.41,0.04,0.12,0.58,0.24,0.1,1.69,0.06,0.43,0.04,0.33,0.33,0.08,4.67,0.29,3.56,4.01,0.09,0.39,0.24,0.1,0.18,2.13,0.64,1,0.72,0.35,m,1.4,0.05,0.5,0.85,0.36,0.82,1.29,528,0.08,0.58,m,0.42,0.29,0.21,1.23,0.2,0.09,0.17,1.66,0.29,0.72,0.48,-3288.16,0.34,4.73,0,0,0,0,454.28,4221.89,3579.89,5126.15,184.76,370.74,0.92,2.1,1.84,1.15,0.82,1.04,m,1.36,2.06,-7.98,-0.01,1
405,Poland,-0.04,0.28,0.07,1.27,-0.39,-0.04,2.63,0.34,0.72,-0.04,-0.13,-0.04,-0.09,-0.05,3.63,-0.13,-0.1,-0.04,-0.1,1.11,-0.05,-485,0.11,2.61,0.75,-0.05,1.37,1.37,0.34,0.34,m,0.72,1,0.44,-0.1,m,1.27,-0.01,-0.04,1.27,0.28,1.11,1.11,30,-0.05,0,m,1.49,1.23,0.52,0.21,-0.78,0.49,0.05,0.13,0.17,m,0.17,4.5,0.13,-1.29,0,0,0,0,636.18,-13022.79,-37818.2,-12995.94,460.58,708.21,1.17,1.18,0.99,0.99,2.34,2.35,m,1,1.04,-0.62,0.3,1
415,Poland,0,0.87,0.13,1.59,-0.27,0,0.16,0.09,0.13,0,0,0.06,-0.07,0.01,1.16,-0.01,0.01,-0.01,-0.01,0.41,0,-10.83,0.2,4.66,9.58,-0.05,0.43,0.11,0,0.09,0.49,0.78,0.04,0.9,-0.08,-0.03,1.42,0,-0.04,0.41,0.22,0.21,1.2,5989,-0.01,4.78,2.27,0.77,0.4,0.14,1.09,-0.61,1.92,0,0.02,0,0,0.01,-1.04,0.01,-0.29,0,0,0,0,383.43,48300.06,-16398.38,-7265.59,51.56,79.91,1.06,1.05,1.01,1,1.07,0.02,0.97,0.94,0.98,0.03,0.7,1
12,Poland,0.01,0.67,0.3,1.54,0.08,0.02,0.5,0.94,0.33,0.01,0.03,0.02,0.01,0.03,1.5,0.02,0.02,0.01,0.01,0.25,0.01,3.14,2.17,5.69,0.68,0.03,1.67,1.41,0.04,0.95,3.31,0.44,0.04,0.05,0.01,0.01,0.62,0.01,0.01,1.3,0.56,2.42,3.17,145628,0.02,0.31,1.83,3,1.68,6.81,-0.23,-15.87,-4.29,0,0,0,0,0,-0.25,0,-0.04,0,0.03,0,0,961.17,20741.05,25994.17,30441.45,321.83,2322.48,0.72,0.73,1.01,1,0.51,0.47,1.3,0.72,0.96,0.03,0.79,2
19,Poland,0.01,0.64,0.23,1.59,0.29,0.02,0.56,0.35,0.36,0.02,0.05,0.06,0.06,0.03,1.56,0.03,0.06,0.02,0.04,0.07,0.02,12.94,0.58,5.89,1.74,0.05,0.85,0.51,0,0.35,0.31,0.62,0,0.12,0.05,0.03,0.21,0.03,0.08,0.95,0.38,0.92,1.58,176428.71,0.04,0.71,0.65,9.46,0.9,0.89,-0.93,m,m,0,0,0,0,0,0,0,0,0,0.01,0.02,0,10330.22,183950.17,127842.47,196354.99,3713.28,9509.92,0.58,1.01,0.94,0.89,0.36,0.4,1.13,0.39,0.82,m,-1.22,2
21,Poland,0.02,0.61,0.26,1.45,0.04,0.03,0.65,1.52,0.39,0.03,0.05,0.02,0.02,0.05,1.65,0.05,0.02,0.03,0.01,0.35,0.03,11.26,1.69,5.15,0.37,0.07,2.59,2.49,0,1.54,15.57,0.42,0,0.09,0.02,0.04,0.65,0.03,0.02,1.39,0.58,2.53,2.69,36802.48,0.05,0.06,3.25,4.67,2.61,9.77,-0.14,m,m,0,0,0,0,0,0,0,0,0,0.03,0,0,1336.53,17213.6,17306.57,18823.54,526.19,3381.08,1.08,1.07,1,1,2.29,2.58,1.42,0.78,0.98,m,-1.35,2
29,'Czech Republic',m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
30,Poland,0.02,0.56,0.1,1.5,0.28,0.03,0.79,0.18,0.44,0.03,0.15,0.16,0.16,0.05,1.79,0.05,0.16,0.03,0.1,0.16,0.03,10.45,0.15,6.1,2.43,0.06,0.79,0.29,0,0.19,0.66,0.79,0,0.62,0.15,0.25,1.13,0.04,0.22,0.55,0.21,0.64,1.15,128671.93,0.04,0.8,2.44,1.74,0.89,0.26,0.17,m,m,0,0,0,0,0,0,0,0,0,0,0.01,0,1688.31,24789.14,18417.3,27754.82,745.63,1076.66,1,1.02,1.04,1.05,0.99,0.97,1.05,1.04,1.02,m,0.22,2
43,Poland,-0.01,0.8,0.2,1.55,-0.19,0.04,0.25,0.55,0.2,0.02,0.12,0.1,0.03,0.07,1.25,0.02,0.08,0.02,-0.01,0.39,0.01,0.83,0.44,5.39,1.28,0.1,1.5,0.67,0.05,0.55,0.67,0.64,0.09,0.28,0.04,-0.02,0.84,0.03,0.06,0.69,0.36,0.45,1.44,48304,-0.03,2.23,2.18,2.72,1.54,1.23,-0.11,-0.06,0.13,0.09,0.17,0.12,0.21,0.26,1.83,0.17,4.82,0,0,0,0,597.57,2806.67,3834.48,6185.68,119.25,266.19,1.28,1.31,0.98,0.97,0.82,-0.76,0.72,1.16,0.93,4.06,2.99,2
45,Poland,0.02,0.49,0.62,3.27,0.06,0.04,1.05,0.48,0.51,0.03,0.14,0.08,0.07,0.08,2.05,0.06,0.08,0.03,0.04,0.45,0.04,5.27,5.51,5.13,0.92,0.06,1.68,0.94,0,0.49,0.86,0.73,0,0.16,0.07,0.03,0.68,0.04,0.07,1.82,0.27,4.58,6.51,82265.67,0.04,0.42,0.69,3.44,1.78,4.32,-0.19,m,m,0,0,0,0,0,0,0,0,0,0,0,0,2061.57,27654.7,30022.68,33516.92,1056.55,9437.3,1.05,1.04,1.12,1.13,1.13,1.17,1.13,1.16,1.41,m,-0.06,2
63,Poland,0,0.53,0.23,1.51,-0.06,0.01,0.9,0.52,0.47,0,0.01,0.01,0.01,0.01,1.9,0.01,0.01,0,0,0.54,0,4.84,0.77,5,0.98,0.01,1.12,0.98,0,0.52,6.64,0.54,0,0.05,0.01,0.01,0.93,0.01,0.02,1.32,0.46,1.56,1.77,23207.1,0.01,0.14,1.95,1.26,1.12,1.7,-0.06,m,m,0,0,0,0,0,0,0,0,0,0,0,0,1072.27,97212.1,43525.95,112704.01,507.4,1671.93,1.19,1.17,1.12,1.18,-0.86,-0.48,1.18,1.14,1.26,m,-0.79,2
68,Poland,0.01,0.17,0.12,1.88,0.29,0.02,4.95,0.15,0.83,0.02,0.12,0.19,0.12,0.17,5.95,0.09,0.11,0.02,0.09,0.54,0.15,32.33,0.16,5.38,0.49,0.02,0.98,0.79,0.04,0.15,7.03,0.86,0.25,0.82,0.1,0.55,1.7,0.03,0.19,1.51,0.14,1.12,1.16,28352,0.02,0.04,6.29,1.24,1.09,0.2,0.79,2.02,1.87,0.01,0.04,0.04,0.19,0.05,-0.25,0.03,0.42,0,0,0,0,844.33,42838.82,25680.78,45614.06,702.34,941.67,0.9,0.92,0.99,0.87,0.79,0.76,1.08,0.88,0.73,2.66,-2.37,2
79,Poland,0.01,0.53,0.18,1.55,0.02,0.02,0.9,0.21,0.47,0.02,0.08,0.15,0.11,0.06,1.9,0.04,0.12,0.02,0.07,0.45,0.04,7.24,0.35,5.4,2.38,0.04,0.59,0.36,0.07,0.21,1.28,0.68,0.35,0.23,0.1,0.06,0.81,0.03,0.13,0.95,0.32,0.95,1.35,44702,0.03,0.43,0.87,1.1,0.64,0.41,-0.34,2.86,1.27,0.01,0.03,0.01,0.03,0.02,3.19,0.01,0.25,0,0,0,0,794.33,15345.9,13591.97,17884.5,375.76,752.06,1.03,1,1.04,1.1,1.35,1.41,0.99,1.04,0.9,0.49,0.4,2
87,Poland,0.03,0.7,0.1,1.17,0.04,0.04,0.43,0.52,0.3,0.04,0.07,0.09,0.08,0.07,1.43,0.06,0.08,0.04,0.06,0.26,0.05,26.54,0.33,4.65,1.34,0.14,0.8,0.68,0.52,0.52,4.11,0.41,1,0.01,0.08,0.12,0.73,0.05,0.09,0.99,0.59,0.98,1.33,4445,0.11,0.35,1.99,1.22,0.87,1.7,-0.34,8.56,1.24,0,0.01,0.01,0.03,0.01,1.34,0.01,0.09,0,0,0,0,1494.77,10582.55,9911.39,11036.36,448.18,1468.63,1.05,0.98,0.97,0.99,4.4,5.02,0.89,1.06,0.95,0.33,1.57,2
90,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95,Poland,0.04,0.35,0.55,2.61,0.51,0.05,1.88,0.34,0.65,0.05,0.15,0.16,0.17,0.16,2.88,0.15,0.15,0.05,0.12,0.14,0.13,156.79,5.07,4.85,0.91,0.08,0.86,0.85,0.12,0.35,52.1,0.66,0.35,0.1,0.15,0.07,0.82,0.05,0.16,2.57,0.34,6.02,6.07,38822,0.06,0.01,0.56,1.39,1.01,3.17,-0.21,-2.03,-0.18,-0.02,-0.06,-0.06,-3.76,-0.06,-62.48,-0.02,-0.4,0,0,0,0,4043.56,51592.35,48523.53,51921.39,2639.07,24325.08,1.11,1.11,1.1,1.11,1.05,1.05,1.13,1.06,1.81,-0.99,0.08,2
97,Poland,0.03,0.4,0.23,1.85,0.31,0.05,1.48,0.27,0.6,0.04,0.18,0.18,0.18,0.12,2.48,0.1,0.17,0.04,0.12,0.29,0.08,21.28,0.44,5.01,1.3,0.07,0.87,0.57,0.27,0.27,1.76,0.74,1,0.18,0.15,0.13,0.93,0.04,0.16,1.21,0.26,1.17,1.44,23085,0.05,0.23,1.12,1.38,1.03,0.53,-0.08,1.46,0.1,0.02,0.08,0.05,0.16,0.08,0.34,0.04,0.52,0,0,0,0,1493.13,19112.3,20093.14,21170.58,891.2,1744.43,1.24,1.18,1,0.96,1.71,1.4,0.79,1.22,0.77,-1.12,-16.49,2
102,Hungary,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
109,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
110,Poland,0.03,0.51,0.33,1.83,0.07,0.05,0.94,0.44,0.49,0.04,0.12,0.12,0.09,0.1,1.94,0.08,0.1,0.04,0.06,0.42,0.07,6.83,1.18,4.62,1.05,0.08,1.04,0.8,0.44,0.45,2,0.61,1,0.15,0.09,0.06,0.61,0.05,0.1,1.4,0.39,1.75,2.18,13551,0.06,0.25,0.92,2.46,1.12,1.59,-0.39,-0.75,-0.17,-0.04,-0.09,-0.07,-0.32,-0.1,0.75,-0.05,-0.98,0,0,0,0,2230.38,23310.18,23991.54,28001.95,1083.58,3896.83,1.39,1.48,1.05,1.06,0.88,1.98,1.14,1.17,1.05,-0.99,-0.85,2
117,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132,Poland,0,0.55,0.15,1.29,0.01,0.01,0.82,0.33,0.45,0.01,0.02,0.05,0.02,0.03,1.82,0.01,0.03,0.01,0,0.44,0.01,1.21,0.45,4.57,1.64,0.01,0.63,0.59,0.04,0.33,7.77,0.48,0.14,0.03,0.02,0,0.5,0.01,0.03,1.21,0.52,1.35,1.45,5574,0,0.07,0.8,1.35,0.63,0.98,-0.82,-0.06,-0.31,-0.02,-0.05,-0.03,-0.53,-0.03,0.68,-0.03,-2.96,0,0,0,0,503.04,20752.75,19877.34,37973.66,226.5,677.53,0.89,0.91,1.02,1,0.52,0.09,1.02,1.06,0.98,0.93,1.09,2
147,Poland,0.01,0.34,0.18,1.62,0.22,0.02,1.96,0.35,0.66,0.02,0.07,0.07,0.06,0.07,2.96,0.06,0.06,0.02,0.04,0.44,0.04,17.58,0.34,4.57,0.89,0.03,1.15,0.99,0.35,0.35,10,0.71,1,0.09,0.06,m,1.62,0.02,0.06,1.4,0.29,1.25,1.34,6756,0.02,0.07,m,0.8,1.22,0.67,0.54,-0.46,-0.05,-0.03,-0.08,-0.08,-0.58,-0.09,1.01,-0.06,-1.36,0,0,0,0,2828.68,86153.55,87015.09,92720.99,1874,3542.13,1.06,1.04,1.03,1.03,1.8,3.09,m,1.1,1,0.47,0.44,2
154,Poland,-0.01,0.65,-0.05,0.9,-0.26,0,0.53,0.51,0.35,0,0,0,0,0,1.53,0,0,0,-0.02,0.61,-0.01,-0.09,-0.08,4.43,1.22,0,1.09,0.79,0.1,0.52,1.47,0.53,0.19,0.09,0,-0.05,0.56,0,0,0.65,0.47,0.6,0.92,-1286,-0.02,0.52,3.22,2.31,1.08,0.89,-0.4,-11.01,0,0,0,0,0,0,0.07,0,-2.62,0,0,0,0,743.02,377814.39,m,-860000,258.16,448.47,1.08,1.13,0.9,0.85,-0.01,-0.57,1.03,0.82,0.81,0.02,2.48,2
169,Poland,0.01,0.45,0.22,1.85,0.04,0.02,1.24,0.37,0.55,0.02,0.08,0.08,0.05,0.07,2.24,0.04,0.05,0.02,0.04,0.51,0.06,13.61,0.41,4.49,0.81,0.03,1.41,0.8,0.06,0.37,1.87,0.75,0.17,0.58,0.05,0.12,1.42,0.03,0.08,1.05,0.25,1.04,1.41,6629,0.02,0.35,3.38,1.75,1.47,0.7,0.31,0.4,0.35,0.03,0.09,0.07,0.17,0.13,1.84,0.07,1.95,0,0,0,0,749.61,21678.89,14525.6,24283.46,415.63,782.98,1.17,1.13,1.1,1.18,2.54,2.72,1,1.34,1.29,1.45,-3.53,2
176,Poland,0.07,0.46,0.26,1.64,0.05,0.08,1.16,0.52,0.54,0.08,0.2,0.15,0.02,0.17,2.16,0.03,0.15,0.01,0.13,0.49,0.15,5.19,0.76,4.33,0.82,0.02,1.28,1.11,0,0.53,3.22,0.6,0,0.1,0.02,0.15,0.48,0.02,0.04,1.42,0.4,1.58,1.76,5487.83,0.13,0.11,1.12,3.36,1.29,1.53,-0.46,m,m,0,0,0,0,0,0,0,0,0,0,0,0,933.85,6299.57,23945.03,40779.72,500.77,1475.54,1.03,1.03,0.82,0.85,0.89,10.3,0.81,1.04,0.76,m,-1.1,2
191,Poland,-0.05,0.77,-0.08,0.9,-0.19,-0.05,0.29,0.54,0.23,-0.05,-0.07,-0.1,-0.1,-0.07,1.29,-0.07,-0.1,-0.06,-0.09,0.41,-0.06,-27.98,-0.25,4.7,1.4,-0.26,0.8,0.78,0,0.55,7.94,0.24,0,0.02,-0.11,-0.08,0.15,-0.05,-0.09,0.88,0.76,0.71,0.75,-3956.3,-0.21,0.06,0.95,5.72,0.71,1.71,-1.08,m,m,0,0,0,0,0,0,0,0,0,0,0,0,1425.79,-6105.79,-6527.58,-5545.61,321.51,1011.53,1.13,1.17,0.98,0.96,2.75,2.92,1.01,0.71,1.03,m,-0.53,2
195,Poland,-0.04,0.64,0.14,1.27,0.03,-0.03,0.57,0.3,0.36,-0.04,-0.06,-0.07,-0.12,-0.03,1.57,-0.06,-0.11,-0.04,-0.14,0.33,-0.05,-7.18,0.37,4.25,2.06,-0.11,0.67,0.53,0.3,0.3,2.18,0.5,1,0.09,-0.13,-0.12,0.6,-0.03,-0.09,1,0.5,0.99,1.37,2401,-0.11,0.38,0.89,1.14,0.59,0.81,-0.62,-1.73,0.48,0.02,0.08,0.04,0.17,0.05,19.45,0.04,-0.59,0,0,0,0,1194.91,-13813.15,-15420.22,-11000.95,432.28,1186.91,0.69,0.84,0.87,0.82,-1.41,-1.99,1.07,0.6,0.82,0.77,-0.04,2
197,Poland,0.01,0.6,0.12,1.23,0.01,0.02,0.68,0.67,0.4,0.02,0.04,0.03,0.03,0.04,1.68,0.03,0.03,0.02,0.01,0.39,0.02,3.47,0.34,4.06,0.82,0.05,1.26,1.11,0,0.68,3.42,0.48,0,0.19,0.03,0.02,0.47,0.03,0.04,1.08,0.52,1.15,1.35,1384.23,0.02,0.18,1.68,4.53,1.28,1.9,-0.42,m,m,0,0,0,0,0,0,0,0,0,0,0,0,716.73,13481.15,10046.43,15858.36,290.19,821.73,1.08,1.1,1.01,0.99,0.8,0.68,1.07,0.94,0.99,m,4.83,2
200,Poland,0.01,0.45,0.11,1.28,0.01,0.01,1.22,1.13,0.55,0.01,0.03,0.02,0.01,0.04,2.22,0.03,0.01,0.01,0.01,0.53,0.03,13.45,0.23,3.71,0.31,0.02,2.77,2.48,1.13,1.13,8.01,0.6,1,0.28,0.01,0.06,0.92,0.02,0.02,1.14,0.4,1.13,1.23,576,0.02,0.08,7.91,4.34,2.79,2.33,-0.03,0.52,0.34,0.02,0.01,0.04,0.35,0.04,0.57,0.03,1.41,0,0,0,0,620.12,27059.54,20048.66,29552.46,340.65,702.9,1.13,1.12,0.98,0.96,2.38,2.29,0.74,1.11,0.95,0.77,-9.93,2
207,Poland,0,0.37,0.17,1.56,-0.17,0.01,1.68,0.43,0.63,0,0.02,0.03,0,0.04,2.68,0.01,0.01,0,0,0.8,0.01,0.45,0.34,4.35,0.69,0,1.35,1.13,0.04,0.42,5.03,0.69,0.08,0.27,0,-0.01,0.97,0.01,0.02,1.31,0.31,1.22,1.34,3939,0,0.1,2.29,1.94,1.36,0.83,-0.03,0.1,-0.4,-0.02,-0.04,-0.05,-0.3,-0.06,-1.26,-0.04,-9.49,0,0,0,0,251.33,26042.11,17395.88,83539.52,157.53,307.68,1.31,1.28,1,1.06,1.48,1.77,0.95,1.13,0.99,-0.28,0.47,2
218,Poland,0.01,0.59,-0.09,0.51,0.19,0.02,0.7,0.1,0.41,0.02,0.1,0.33,0.16,0.06,1.7,0.03,0.18,0.02,0.1,0.22,0.04,6,-0.1,4.72,5.81,0.04,0.49,0.16,0.1,0.11,0.2,0.81,1,0.03,0.15,0.82,0.44,0.03,0.3,0.16,0.19,0.45,0.9,-4754,0.03,0.98,7.81,1.32,0.54,0.11,-1.4,-0.35,-0.5,-0.03,-0.3,-0.05,-0.07,-0.16,-27.19,-0.31,-1.98,0,0,0,0,1441.74,32641.8,19824.48,39252.92,592.26,654.43,1.05,1.11,1.04,1.09,0.91,0.88,1.43,1.04,0.94,-1.92,7.84,2
233,Slovakia,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,2
